,Case Number,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal,Source,Month
5712,1860.12.26,1860,Unprovoked,AUSTRALIA,New South Wales,"The Domain, Sydney",Bathing,M,Lacerations to leg,N,"The Argus, 12/31/1860",dec
5713,1860.08.01,1860,Unprovoked,USA,New York,Brooklyn,Swimming,M,Toe severed,N,"New York Times, 8/3/1860; Brooklyn News, 8/3/1860, p.8",aug
5714,1860.04.00.b,1860,Unprovoked,NEW ZEALAND,North Island,"Princes Wharf, Auckland Harbor",Swimming,M,"Leg bitten, surgically amputated",N,P.Tichener,apr
5715,1860.04.00.a,1860,Unprovoked,NEW ZEALAND,North Island,"St. George's Bay, Auckland Harbor",Bathing,M,FATAL Foot & leg bitten,Y,P. Tichener,apr
5716,1860.03.27,1860,Sea Disaster,COOK ISLANDS,Mangaia Island,,43-ton schooner Irene capsized & sank,M,Probable drowning ,Y,"Brisbane Courier, 8/1/1866",mar
5717,1860.03.11,1860,Unprovoked,BAHAMAS,New Providence Island,Nassau,"In boat being towed by ship, Karnak",M,FATAL,Y,"New York Times, 3/26/1860",mar
5718,1859.03.16,1859,Unprovoked,USA,Hawaii,Off Kawaihae,Fell overboard,M,FATAL,,"Pacific Commercial Advertiser, 3/24/1850",mar
5719,1858.08.31,1858,Invalid,USA,New York ,"Staten Island, Richmond County",Swimming,M,Thought to have been taken by a shark/s. Body not  recovered,Y,"Weekly Hawk Eye And Telegraph, 9/7/1858",aug
5720,1858.08.29,1858,Invalid,USA,New York ,"Staten Island, Richmond County",Swimming,M,Thought to have been taken by a shark/s. Bodies not  recovered,Y,"Weekly Hawk Eye And Telegraph, 9/7/1858",aug
5721,1858.03.14,1858,Unprovoked,AUSTRALIA,Victoria,Hobson Bay,Bathing,M,FATAL,Y,"Moreton Bay Courier, 3/31/1858",mar
5722,1858.01.09.R,1858,Unprovoked,TONGA,Vava'u,,Jumped overboard while intoxicated,M,FATAL,Y,"Sydney Morning Herald, 1/9/1858",jan
5723,1856.11.30,1856,Unprovoked,,,,,M,FATAL,Y,"Hartford Daily Courant, 1/29/1857",nov
5724,1856.11.25.R,1856,Unprovoked,FIJI,,,Swimming,M,FATAL,Y,"The Argus, 11/25/1856",nov
5725,1856.06.21.R,1856,Unprovoked,ENGLAND,Isle of Wight,Colwell Bay,Swimming,M,Survived,Y,"C. Moore, GSAF",jun
5727,1855.11.11,1855,Unprovoked,AUSTRALIA,Victoria,Melbourne,Swimming,M,FATAL,Y,"Maitland Mercury, 11/14/1855",nov
5728,1855.09.30,1855,Sea Disaster,USA,North Carolina,Cape Hatteras,ship William Penn grounded & broke apart,M,Foot bitten,N,"NY Times, 10/12/1855",sep
5729,1855.07.28,1855,Unprovoked,,,,Bathing,M,FATAL,Y,"Maitland Mercury, 8/25/1855",jul
5730,1855.04.09.R,1855,Unprovoked,AUSTRALIA,South Australia,Port Wakefield,Fell overboard from the Malacca,F,FATAL,Y,"The Argus, 4/9/1855",apr
5731,1855.03.28,1855,Unprovoked,AUSTRALIA,South Australia,Port Wakefield,Fell overboard from the Sobella,M,FATAL,Y,"The Register, 4/20/1926",mar
5734,1854.04.08.R,1854,Unprovoked,GREECE,Corfu ,,Swimming,M,Leg severed at knee,N,"South Australian Register, 5/8/1854",apr
5735,1853.11.08,1853,Unprovoked,AUSTRALIA,New South Wales,,Swimming,M,Leg bitten,N,"Maitland Mercury, 11/19/1853",nov
5737,1853.07.13.R,1853,Unprovoked,USA,South Carolina,"Charleston Harbor, Charleston County",Swimming,M,FATAL,Y,Democratic Banner 8/5/1853,jul
5739,1853.00.00.c,1853,Unprovoked,USA,North Carolina,"Morehead, Carteret County",Hard hat diving,M,"No injury, copper breastplate punctured",N,"Fort Wayne Gazette, 1/24/1897",oct
5742,1852.12.19,1852,Invalid,AUSTRALIA,New South Wales,"Clark's Island, Sydney Harbor",Swimming,M,Shark involvement prior to death was not confirmed,Y,"Maitland Mercury & Hunter River General Advertiser, 12/25/1952",dec
5743,1852.10.23.R,1852,Provoked,PACIFIC OCEAN,Between Australia & USA,,Fishing,M,Foot bitten by hooked shark PROVOKED INCIDENT,N,"Maitland Mercury, 10/23/1852",oct
5744,1852.10.09.R,1852,Unprovoked,AUSTRALIA,New South Wales,Coalcliff,Fell overboard,M,FATAL,Y,"Maitland Mercury, 10/09/1852",oct
5745,1852.08.07,1852,Unprovoked,TONGA,Tongatapu,,Fell overboard,M,FATAL,Y,"Courier, 1/3/1853",aug
5746,1852.08.00,1852,Unprovoked,USA,Virginia,Norfolk,Swimming,M,FATAL,Y,"Dixon Telegraph, 8/14/1852",aug
5747,1852.07.28,1852,Invalid,ATLANTIC OCEAN,,,,F,Death preceded shark involvement,,Norway Heritage,jul
5748,1852.05.24,1852,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Bay,Swimming from capsized boat,M,FATAL,Y,"M. Levine, GSAF; Natal Times, 6/4/1852",may
5749,1852.02.26,1852,Sea Disaster,SOUTH AFRICA,Western Cape Province,Danger Point,Wreck of the steamship Birkenhead,M,"FATAL. All of the women & children on board survived, but many of the 445 men that perished were taken by sharks",Y,"D. Davies, pp.182-184; M. Levine, GSAF",feb
5752,1851.06.19.R,1851,Unprovoked,MEXICO,Oaxaca,,Bathing,M,FATAL,Y,"Burlington Hawk-Eye, 6/19/1851",jun
5753,1851.03.08.R,1851,Unprovoked,USA,Hawaii,Honolulu Harbor,Swimming,M,FATAL,Y,"The Friend (Honolulu), 3/8/1851",mar
5756,1849.12.09,1849,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,,M,FATAL,Y,"T.H. Huxley's Diary, 1935, pp.285-286; G.P. Whitley, p.259",dec
5757,1849.12.01,1849,Unprovoked,AUSTRALIA,New South Wales,"Woolloomooloo, Sydney Harbor (Estuary)",Bathing,M,FATAL,Y,"Moreton Bay Courier, 12/15/1849",dec
5758,1849.09.19,1849,Unprovoked,AUSTRALIA,Victoria,Warrnambool,Swimming,M,FATAL,Y,"Maitland Mercury & Hunter River General Advertiser, 10/10/1849",sep
5759,1849.06.08.b,1849,Unprovoked,USA,Florida,"Pensacola, Escambia County",Attempting to rescue woman seized by shark,M,FATAL,Y,"Adams Sentinel, 8/6/1849",jun
5760,1849.06.08.a,1849,Unprovoked,USA,Florida,"Pensacola, Escambia County",Bathing,F,FATAL,Y,"Adams Sentinel, 8/6/1849",jun
5761,1849.01.27,1849,Invalid,AUSTRALIA,New South Wales,Sydney,boat capsized,M,Torso bitten but may have been postmorem,Y,"Maitland Mercury, 2/3/1849",jan
5762,1848.08.31,1848,Unprovoked,USA,Maryland,Patapsco River,Swimming,M,Left leg severely bitten,N,"Adams Sentinel, 9/4/1848",aug
5763,1848.07.00,1848,Unprovoked,ENGLAND,Norfolk,Hunstanton,Standing,M,Shark struck him with its tail,N,"C. Moore, citing R. Peirce",jul
5764,1847.11.30,1847,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Swimming,M,Thigh & calf bitten,N,"Moreton Bay Courier, 12.4/1847",nov
5765,1847.07.19,1847,Unprovoked,GREECE,Corfu,Off the harbor wall at Mandrakina,Swimming,M,FATAL,Y,I. Fergusson; A. Buttigieg; M. Bardanis,jul
5766,1847.03.11,1847,Sea Disaster,AUSTRALIA,Queensland,Moreton Bay,Wreck of the Sovereign,M,Foot severed,N,,mar
5770,1846.12.08,1846,Sea Disaster,MEXICO,Veracruz,Vera Cruz,Wreck of the USS Somers,M,"FATAL, some were taken by sharks",Y,"Report of the loss of the Somers, J.H.W.",dec
5771,1845.12.26,1845,Unprovoked,AUSTRALIA,New South Wales,Newcastle ,Fishing,M,FATAL,Y,The Maitland Mercury & Hunter River General Advertiser 11/18/1893,dec
5772,1845.09.16.R,1845,Unprovoked,ENGLAND,,,,M,Leg severed,N,C. Moore,sep
5773,1845.09.10.R,1845,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Seine netting,M,FATAL,Y,"Tioga Eagle, 9/10/1845",sep
5779,1842.07.06,1842,Provoked,USA,New Jersey,"Absecon, Atlantic County",Harassing a shark,,Lacerations to leg  PROVOKED INCIDENT,N,"New York Evening Post, 7/11/1842",jul
5782,1841.03.27,1841,Unprovoked,AUSTRALIA,New South Wales,"Cockatoo Island, Sydney",Bathing,M,FATAL,Y,"Sydney Gazette, 4/27/1841",mar
5783,1840.12.00,1840,Unprovoked,AUSTRALIA,New South Wales,"Off Domain, Sydney Harbor",Swimming,M,FATAL,Y,"G.P. Whitley, p.259; L. Schultz & M. Malin, p.523",dec
5784,1840.09.18.R,1840,Unprovoked,FIJI,Viti Levu Island,Rewa ,,M,Arms & legs severed,N,"Hobart Town Courier, 9/18/1840",sep
5785,1840.02.00,1840,Boat,AUSTRALIA,Tasmania,George Town Cove,Sailing,,"No injury to occupant, shark seized stern post",N,"C. Black, GSAF",feb
5787,1839.11.17,1839,Invalid,AUSTRALIA,New South Wales,,,M,"""Drowned, 2 days later his head was bitten off by a shark""",Y,"H.D. Baldridge, p.146",nov
5788,1839.04.14,1839,Unprovoked,CUBA,Matanzas Province (north coast),Matanzas,Sitting on gunwale of boat,M,FATAL,Y,"Daily Courant, 5/31/1839",apr
5791,1837.09.03,1837,Unprovoked,USA,South Carolina,"Magwoods Wharf, Charleston Harbor, Charleston County",Bathing,M,Right foot bittten,N,"C. Creswell, GSAF; J. Hair, pp.65-66",sep
5792,1837.01.17,1837,Unprovoked,AUSTRALIA,New South Wales,Macleay River,Washing his feet,M,"FATAL     Injured by shark, died of tetanus",Y,"Gazette (Sydney) 1/31/1837; Proc. Royal Aust. Hist. Scty, I, Part 2, 1924; G.P. Whitley, p.14; Sharpe, p. 87",jan
5796,1835.02.21.R,1835,Unprovoked,VANUATU,Sanma Province,"Bay of Yago, Espiritu Santo Island",Bathing,M,FATAL,Y,"Sydney Gazette, 2/21/1835",feb
5799,1832.06.04,1832,Unprovoked,AUSTRALIA,New South Wales,"South Head, Sydney",Fishing,F,Leg severed,N,"Sydney Herald, 6/11/1832",jun
5800,1832.01.23.R,1832,Unprovoked,AUSTRALIA,New South Wales,Sydney,Bathing,M,Laceration to leg,N,"Sydney Herald, 1/23/1832",jan
5801,1831.01.22.R,1831,Invalid,AUSTRALIA,Tasmania,Hobart,"Boat capsized, clinging to line",M,"Drowned, no shark involvement",Y,"C. Black, GSAF; Sydney Gazette, 1/22/1831",jan
5802,1830.07.26,1830,Unprovoked,USA,Massachusetts,"Swampscott, Essex County","Fishing from dory, shark upset boat & he fell into the water",M,FATAL,Y,"Huron Sun, 8/3/1830",jul
5803,1830.07.02.R,1830,Unprovoked,INDIA,Tamil Nadu,Madras,Washing a dog,M,FATAL,Y,"Madras Courier, 7/2/1830",jul
5804,1830.04.30,1830,Unprovoked,INDIA,Tamil Nadu,St. Thomé,Bathing,M,FATAL,Y,"Madras Gazette, 5/1/1830",apr
5805,1829.07.03.R,1829,Unprovoked,SIERRA LEONE,Western Area,,,M,Both hands severed,N,"Hagerstown Mail, 7/3/1829",jul
5807,1828.09.28,1828,Unprovoked,SIERRA LEONE,Western Area,"River Sierra Leone, 35 miles  upriver from Freetown","British ship, Britannia,  was loading lumber. He was bathing",M,"Left arm severed 2.5"" from elbow, groin, abdomen, right forearm & hand lacerated, flesh removed from thigh, baring femur. Both arms surgically amputated: left arm above elbow, right arm above wrist. Survived",N,Account by J. Boyle,sep
5809,1827.06.00.b,1827,Unprovoked,SIERRA LEONE,Western Area ,Tombo Island in the Sierra Leone River,Swimming,M,The boy's foot was bitten,N,Edinburgh Advertiser. 9/12/1828,jun
5810,1827.06.00.a,1827,Unprovoked,SIERRA LEONE,Western Area ,Tombo Island in the Sierra Leone River,Swimming,M,Davis' leg was severed,N,Edinburgh Advertiser. 9/12/1828,jun
5811,1827.01.11.R,1827,Unprovoked,JAMAICA,,,Jumped overboard,M,FATAL,Y,"Sydney Gazette, 1/11/1827",jan
5813,1826.12.00,1826,Unprovoked,BRAZIL,Paraiba,Paraiba,,M,Leg severed,N,Book of the Ocean,dec
5814,1826.11.00,1826,Unprovoked,GHANA,Cape Coast,,Bathing,M,FATAL,Y,"Sydney Gazette and New South Wales Advertiser, 7/25/1827 ",nov
5815,1826.08.28,1826,Sea Disaster,CUBA,,,HBM Magpie foundered in a squall,M,FATAL ,Y,Edinburgh Advertiser. 10/20/1826,aug
5818,1822.04.15,1822,Unprovoked,NIGERIA,Rivers State,Bonny River,,,FATAL,Y,"Times of London, 8/5/1822, p. 2",apr
5819,1819.07.08.R,1819,Invalid,SPAIN,,Cadiz,,M,No injury / No attack,N,"C. Moore, GSAF",jul
5820,1818.05.22.R,1818,Invalid,NORWAY,,Herøy,,M,Probable drowning ,,"C. Moore, GSAF",may
5821,1817.06.24,1817,Unprovoked,USA,South Carolina,"Charleston Harbor, Charleston County",Swimming,M,FATAL,Y,"The Times, 6/25/1817",jun
5822,1817.06.15,1817,Unprovoked,INDIA,Maharashtra,Bombay (now Mumbai),Swimming,M,FATAL,Y,Edinburgh Advertiser. 2/3/1818,jun
5824,1817.02.22,1817,Unprovoked,SRI LANKA,,Gulf of Mannar,Conch diver,M,Abdomen bitten,N,J. Kennedy,feb
5827,1811.03.01,1811,Unprovoked,,,,Fell overboard,M,FATAL,Y,Journal of Captain Marryat,mar
5828,1807.01.12,1807,Unprovoked,AUSTRALIA,New South Wales,"Cockle Bay, Sydney Harbour",,M,Survived,N,"J. Green, p.31",jan
5829,1805.09.00,1805,Invalid,USA,New York,"Sag Harbor, Suffolk County",,M, human remains (male) found in sharks gut,Y,S.L. Mitchill (1814),sep
5831,1803.03.00,1803,Unprovoked,AUSTRALIA,Western Australia,"Hamelin Harbour, at Faure Island",,M,Shark knocked him down & tore clothing of the rescuer,N,"F.  Peron ref in G.P. Whitley (Fishes of Australia), p.13 ",mar
5834,1788.05.10,1788,Boat,AUSTRALIA,New South Wales,Sydney Harbor,Fishing,,"No injury to occupants, shark bit oar and rudder",N,"G.P. Whitley citing J. Cobley, Sydney Cove, p. 138",may
5835,1787.07.05,1787,Unprovoked,St Helena,,Landing Place,Swimming,M,FATAL,Y,"H.R. Janisch (1885), Extracts from the St. Helena Archives",jul
5836,1785.09.26.R,1785,Unprovoked,ENGLAND,Sussex,Brighton,,M,Human remains recovered from shark,Y,"C. Moore, GSAF",sep
5840,1771.07.12.R,1771,Unprovoked,USA,,Damiscotte,Fishing,M,FATAL,Y,"C. Moore, GSAF",jul
5847,1742.12.17,1742,Unprovoked,,,Carlisle Bay,Swimming,M,FATAL,Y,"C. Moore, GSAF",dec
5848,1738.04.06.R,1738,Unprovoked,ITALY,Sicily,Strait of Messina,Swimming,M,FATAL,Y,"C. Moore, GSAF",apr
5851,1703.03.26,1703,Unprovoked,BARBADOS,Southwest coast,Carlisle Bay,Swimming,M,"Hand and foot severely bitten, surgically amputated",N,"W.R.Cutter, Vol.1, p.252",mar
5874,ND-0151,0,Unprovoked,PANAMA,Bocas del Toro Province,Red Frog Beach,Swimming/,M,FATAL,Y,C. Mendieta & A. Duarte,oct
5895,ND-0115,0,Unprovoked,NEW ZEALAND,North Island,"Point Halsey, Wellington",,M,FATAL,Y,"Evening Post, 6/8/1912",jun
5909,ND.0095,0,Unprovoked,SOLOMON ISLANDS,Malaita Province,Waibana Passage,Diving,,Lacerations to hands and knee,N,"Islands Magazine, 2/1998, p.76",feb
5910,ND.0094,0,Unprovoked,KOREA,South Korea,Cheju Island,Diving,F,"FATAL, injured while diving, then shark bit her ",Y,"K. Amsler, Divernet.com",may
5911,ND.0093,0,Unprovoked,FRENCH POLYNESIA,Tuamotus,Rangiroa,Fishing,M,"Speared a shark, fell overboard and another shark severed his arm ",N,J. Windh,mar
5913,ND.0090,0,Unprovoked,VANUATU,Malampa Province,Malakula,,F,FATAL,Y,S. Combs,aug
5914,ND.0089,0,Provoked,VANUATU,Malampa Province,"Hokai, Malakula",Attempting to drive shark from area,M,Speared shark broke outrigger of canoe throwing man into the water & shark bit his buttock PROVOKED INCIDENT,N,S. Combs,aug
5919,ND.0084,0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Keiskamma River mouth,Crossing river on a raft,M,"FATAL, leg severed",Y,"Whitaker, The Sun, 1/3/1967",jan
5921,ND.0082,0,Unprovoked,GREECE,Island of Volos,Eastern shore,Swimming,F,FATAL,Y,"Sydney Morning Herald, 5/8/1965 ",may
5935,ND.0060,0,Unprovoked,USA,California,"Capistrano, Orange County",,F,Leg injured,N,"B. Walton, Sun (San Bernardino), 6/19/1959 ",jun
5936,ND.0059,0,Unprovoked,BERMUDA,Paget,Paget Parish,Spearfishing ,M,Shoulder abraded by skin of shark,N,"Mentioned in letter from L. S. Mowbray dated 4/24/1959; L. Schultz & M. Malin, p.516",apr
5947,ND.0047,0,Unprovoked,NORTH PACIFIC OCEAN,,Wake Island,"Fishing, wading with string of fish",M,Survived,N,"J. Oetzel, Skin Diver Magazine, March 1956, p.19 ",mar
5978,ND.0014,0,Unprovoked,USA,North Carolina ,Somewhere between Hatteras and Beaufort,Swimming,M,"""Lost leg""",N,"C. Creswell, GSAF; Wilmington Star, 7/17/1916 ",jul
5979,ND.0013,0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,Fishing,M,"FATAL, body not recovered but shark was caught with the man's loincloth in its gut shortly afterwards.",Y,"Rural New Yorker, 7/19/1913 ",jul
5980,ND.0012,0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,Wading,M,"FATAL, leg stripped of flesh  ",Y,"Rural New Yorker, 7/19/1913",jul
