,Case Number,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal,Source,Month
1212,2006.09.02,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,Arm bitten,N,"S. Petersohn, GSAF",sep
1213,2006.09.02,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Noordhoek,Surfing,M,"No injury, shark rammed surfboard",N,"Cape Times, 9/3/2006",sep
1214,2006.08.29.b,2006,Unprovoked,USA,Oregon,"Florence, Lane County",Surfing,M,Laceration & puncture wounds to foot,N,"R. Collier, GSAF; Register-Guard, 8/31/2006",aug
1215,2006.08.29.a,2006,Unprovoked,AUSTRALIA,South Australia,"Pennington Bay, Kangaroo Island",Surfing,M,"No injury, shark towed  surfer & board",N,"P. Kemp, GSAF; S. Black, The Islander, 9/7/2006",aug
1216,2006.08.27,2006,Unprovoked,REUNION,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",Body boarding,M,Laceration to right calf & heel,N,"G. Vitry; G. Holt, scubaradio; Clicanoo, 8/28/2006 & 8/29/2006",aug
1217,2006.08.22.b,2006,Invalid,BRAZIL,Pernambuco,Pina,,M,Shark bites may have been post mortem,Y,JC Oline 8/24/2006,aug
1218,2006.08.22.a,2006,Invalid,BELIZE,Ambergris Caye,Near Ramon's Village,Spearfishing,M,Shark involvement prior to death not confirmed,Y,C. Johansson,aug
1219,2006.08.20.b,2006,Sea Disaster,ITALY,,Lampedusa Island,Sea Disaster,M,FATAL,Y,IM/LR,aug
1220,2006.08.20.a,2006,Unprovoked,REUNION,Saint-Pierre,Pointe du Diable,Surfing,M,FATAL,Y,P. Immerz ,aug
1221,2006.08.15,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Danger Reef,Surfing,M,"No injury, surfboard leash severed",N,A. Brenneka,aug
1222,2006.08.13,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sunrise Beach, Muizenberg",Lifesaving drill,M,Foot severed,N,P. Immerz ,aug
1223,2006.08.00.b,2006,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Wading,F,Lacerations & punctures to left foot,N,"C. Creswell, GSAF",aug
1224,2006.08.00.a,2006,Unprovoked,REUNION,,Le Port,Spearfishing,M,Thigh bitten,N,"Clicanoo, 8/29/2006",aug
1225,2006.07.31.R,2006,Provoked,USA,Kentucky,"Newport Aquarium, Newport",Touching sharks,,"Minor injuries, similar to paper cuts from the captive sharks  PROVOKED INCIDENTS",N,"Cincinatti News, 7/31/2006",jul
1226,2006.07.31.a,2006,Unprovoked,USA,Oregon,Oswald State Park,Surfing,M,Minor injury,N,"R. Collier, GSAF",jul
1227,2006.07.29.b,2006,Invalid,USA,California,"Broad Beach, Malibu, Los Angeles County",Boogie Boarding,M,"Bruises, laceration to head, spinal cord injury & neck broken at C5/C6 ",N,"R. Colier, GSAF",jul
1228,2006.07.29.a,2006,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,Foot bitten,N,WFTV.com,jul
1229,2006.07.28,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Fish Hoek,Surf-skiing,M,"No injury, surf ski bitten",N,"Cape Argus, 7/29/2006",jul
1230,2006.07.25,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Minor lacerations to right foot,N,"S. Petersohn, GSAF",jul
1231,2006.07.23,2006,Unprovoked,USA,Texas,"Sargent Beach, Matagorda County",Surf fishing,M,Right foot bitten,N,KHOU.com,jul
1232,2006.07.17.R,2006,Invalid,AUSTRALIA,Torres Strait,Western Province,,,8 shark-bitten bodies washed ashore,N,"The Torres News, 7/17/2006",jul
1233,2006.07.17,2006,Unprovoked,USA,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",Standing,M,Left ankle & foot bitten,N," C. Creswell, GSAF",jul
1234,2006.07.13,2006,Invalid,SPAIN,Alicante,San Juan Beach  ,Swimming,F,Hand & wrist severely bitten,N,C. Johansson,jul
1235,2006.07.12,2006,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,F,Ankle & foot bitten,N," C. Creswell, GSAF",jul
1236,2006.07.10,2006,Unprovoked,BRAZIL,Pernambuco,Body recovered at Goiana,,M,FATAL,Y,"Qualittas; F. Hazin; N. Souza; Folho de Pernambuco, 7/12/2006",jul
1237,2006.07.09.b,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,Dorsum of left foot bitten,N,"S. Petersohn, GSAF",jul
1238,2006.07.09.a,2006,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Walking,M,Lower leg & ankle bitten,N,"Orlando Sentinel, 7/9/2006",jul
1239,2006.07.08.b,2006,Unprovoked,USA,South Carolina,"Debordieu Beach, Georgetown County",Body boarding,F,Foot bitten,N,"C. Creswell, GSAF",jul
1240,2006.07.08.a,2006,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,M,Right calf bitten,N,Orlando Sentinel,jul
1241,2006.06.30.b,2006,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Spearfishing,F,Lacerations & puncture wound  to arm,N,"Swimming World Magazine, 2 July 2006",jul
1242,2006.06.30.a,2006,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Spearfishing,M,Minor injuries,N,"Swimming World Magazine, 2 July 2006",jul
1243,2006.06.27,2006,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Body boarding,F,Right calf bitten,N, P. Immerz,jun
1244,2006.06.26,2006,Provoked,USA,Florida,Fort Myers,Fishing,M,Non-swimmer pulled off pier& into the water by a hooked shark PROVOKED INCIDENT,N,"News Press, 6/27/2006",jun
1245,2006.06.24,2006,Unprovoked,BAHAMAS,Andros Islands,Mangrove Cay,Spearfishing,M,Right arm severely bitten,N,"A. Brenneka; Nassau Guardian, 6/30/2006",jun
1246,2006.06.20,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,2-inch puncture wounds on right foot,N," S. Petersohn, GSAF; P. Immerz",jun
1247,2006.06.18,2006,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Body boarding,M,Left thigh bitten FATAL,Y,globalsurfnews.com,jun
1248,2006.06.17,2006,Unprovoked,USA,California,"Monterey, Monterey County",Scuba diving,M,"No injury, shark bit scuba tank boot",N,R. Collier,jun
1249,2006.06.15,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Four 1-inch puncture wounds on left foot ,N,"S. Petersohn, GSAF",jun
1250,2006.06.07,2006,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Playing,F,Lacerations & puncture wounds to left foot & buttocks,N,"C. Creswell, GSAF; Islandpacket.com, 6/7/2006",jun
1251,2006.06.05,2006,Unprovoked,AUSTRALIA,South Australia,Waitpinga,Surfing,M,"No injury, knocked off surfboard",N,"P.Kemp, GSAF; Sunday Mail (Adelaide), 6/11/2006, p.17",jun
1252,2006.05.31,2006,Unprovoked,USA,Hawaii,O'ahu,Spearfishing,M,"4"" laceration to left forearm",N,"P. Immerz; Honolulu Advertiser, 6/1/2006",may
1253,2006.05.28,2006,Provoked,USA,Hawaii,French Frigate Shoals,Tagging sharks,,"No injury to occupants, boat damaged by hooked shark PROVOKED INCIDENT",N,"Honolulu Advertiser, 5/29/2006",may
1254,2006.05.27,2006,Unprovoked,USA,Hawaii,"North Shore, O'ahu",Surfing,M,"No injury, shark bumped surfboard",N,R. Collier,may
1255,2006.05.24,2006,Provoked,USA,Hawaii,Lanai,Spearfishing,M,Knee bitten after diver poked shark PROVOKED INCIDENT,N,"Maui News, 5/26/2006",may
1256,2006.05.21,2006,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,"Injuries to left thigh, calf & foot",N,"Avisa Nordland, 5/22/2006",may
1257,2006.05.19,2006,Unprovoked,USA,Guam,Gun Beach,Scuba diving,F,Laceration to leg,N,R. Segal,may
1258,2006.05.10,2006,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",,M,Small lacerations to arm,N,"Florida Today, 5/10/2006",may
1259,2006.05.04,2006,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Swimming,F,2 lacerations on lower right leg,N,"TCPalm.com, 5/4/2006 ",may
1260,2006.05.02,2006,Provoked,AUSTRALIA,Queensland,"Moffat Beach, Caloundra",Snorkeling,M,Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail PROVOKED INCIDENT,N,"Sunshine Coast Daily, 5/4/2006",may
1261,2006.04.23.R,2006,Invalid,USA,Florida,"Alligator Reef off Islamorada, Monroe County",,M,Shark bites post mortem,Y,"KRT Wire, 4/24/2006",apr
1262,2006.04.21,2006,Unprovoked,USA,Florida,"Sebastian Inlet, Brevard County",Surfing,M,Feet bitten,N,Local 6 News,apr
1263,2006.04.19,2006,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Standing,F,3 tiny punctures & small lacerations on right ankle,N,"Orlando Sentinel, 4/20/2006; Yahoo News;  S. Petersohn",apr
1264,2006.04.13,2006,Provoked,USA,Florida,"Port of the Islands, Collier County",Fishing,M,3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT,N,"Naples News, 4/13/2006",apr
1265,2006.04.11,2006,Unprovoked,AUSTRALIA,New South Wales,Newcastle Beach,Surfing,M,Minor laceration to left foot,N,"Daily Telegraph, 4/12/2006",apr
1266,2006.04.09.b,2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Body boarding,M,Leg bitten,N,J. Visser,apr
1267,2006.04.09.a,2006,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,Left leg bitten,N,"Diario de Pernambuco, 4/10/2006",apr
1268,2006.04.03,2006,Unprovoked,USA,Florida,"Marco Island, Collier County",Wading,M,Minor injury to right hand & thigh,N,CBS Broadcasting,apr
1269,2006.03.28.R,2006,Unprovoked,Sierra Leone,Western Area,"Lumely Beach, Freetown",Fishing,M,Reportedly FATAL but few details,Y,Reuters,mar
1270,2006.03.23,2006,Unprovoked,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Surfing,F,5 puncture wounds in left calf,N,Honolulu Advertiser,mar
1271,2006.03.22,2006,Invalid,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,M,"FATAL, but shark involvement prior to death unconfirmed",Y,"Cape Times, 3/24/2006, p.3",mar
1272,2006.03.19,2006,Unprovoked,FIJI,Vitu Levu,Sigatoka,Surfing,M,Lacerations to right hand,N,"R.D. Weeks, GSAF; Fiji Sun, 3/19/2006",mar
1273,2006.03.15,2006,Unprovoked,AUSTRALIA,New South Wales,"Bondi, Sydney",Surfing,M,"No injury, shark nudged surfboard",N,"The Australian, 3/15/2006",mar
1274,2006.02.27,2006,Unprovoked,USA,Hawaii,"Makena, Maui",Standing,F,Deep laceration to right calf,N,"G.T. Kubota, Star Bulletin, 2/28/2006",feb
1275,2006.02.23,2006,Invalid,USA,Hawaii,"Makena, Maui",Free diving,M,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,Y,http://www.kesq.com,feb
1276,2006.02.13,2006,Unprovoked,AUSTRALIA,Queensland,"Golden Beach, Caloundra",Wading,M,Lacerations to foot,N,"G. Stolz, Courier-Mail, 2/14/2006",feb
1277,2006.02.12.b,2006,Unprovoked,AUSTRALIA,Queensland,"Point Vernon, Hervey Bay",Swimming,M,Puncture wound on arm,N,"G. Stolz, Courier-Mail, 2/14/2006",feb
1278,2006.02.12.a,2006,Boat,AUSTRALIA,South Australia,"Brighton Beach, Adelaide",Fishing,M,No injury to occupants; shark nudged the 5.3 m boat,N,Port Adelaide Football Club,feb
1279,2006.02.08,2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,2 bite marks on right calf,N,"M. Kabeli, Dispatch Online.com; G. Brett & K. Cole, EL Museum",feb
1280,2006.02.01.b,2006,Unprovoked,TONGA,Vava'u,Tuanuku,Swimming,F,Severe bite to right leg FATAL,Y,D. Clem; www.matangitonga.to,feb
1281,2006.02.01.a,2006,Boat,USA,Hawaii,"Off Pu'u Ola'l, Makena, Maui",Kayaking,M,No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,N,"R. Collier, GSAF; Honolulu Advertiser, 2/1/2006",feb
1282,2006.01.28.R,2006,Boat,ATLANTIC OCEAN,300 miles from Antigua,,Competing in the Woodvale Atlantic Rowing Race,M,No injury to occupants; shark rammed boat repeatedly,N,"N. Bevan, icwales.icnetwork.co.uk, 1/28/2006",jan
1283,2006.01.25,2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Coffee Bay,Spearfishing,M,Right arm  bitten,N,"Geremy Cliff, NSB",jan
1284,2006.01.23,2006,Boat,ATLANTIC OCEAN,800 miles from land,,Competing in the Woodvale Atlantic Rowing Race,F,"No injury to occupants; a shark, accidentally caught in a line, threatened to rip out the transom",N,"Northants News, 1/25/2006",jan
1285,2006.01.18,2006,Unprovoked,USA,California,"Santa Cruz, Santa Cruz County",Night Surfing,M,"No injury, but 2 small nicks on wetsuit",N,R. Collier,jan
1286,2006.01.15,2006,Unprovoked,AUSTRALIA,Western Australia,"Off City Beach, Perth",Scuba diving,M,Lacerations to left elbow,N,"T. Peake, GSAF",jan
1287,2006.01.11,2006,Invalid,BAHAMAS,Grand Bahama Island,Sandy Cay,Diving for lobsters,M,"No injury, divers felt threatened by 10' pregnant female tiger shark & killed the shark",N,"Bahama Journal, 1/13/2006",jan
1288,2006.01.07,2006,Unprovoked,AUSTRALIA,Queensland,"Amity Point, North Stradbroke Island",Swimming,F,FATAL,Y,"T. Peake, GSAF",jan
1289,2006.01.04,2006,Unprovoked,USA,Florida,"Round Island Park, Indian River County",Surfing,M,3 puncture wounds in right wrist & hand,N,"A. Neal, scripps.com",jan
1290,2006.01.01,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Soetwater,Diving for crayfish,M,Lacerations to little finger,N,"J.P. Botha, GSAF",jan
1291,2005.12.24,2005,Unprovoked,USA,Oregon,"Tillamook Head, Clatsop County",Surfing,M,Lacerations to ankle & calf,N,"R. Collier, GSAF; L.A. Times, 12/25/2005",dec
1292,2005.12.21,2005,Unprovoked,USA,Hawaii,"Keawakapu Beach, Maui",Swimming,M,Left hand bitten,N, San Francisco Gate 2/21/2005,dec
1293,2005.12.20,2005,Boat,ATLANTIC OCEAN,600 nm west of the Canary Islands,,Competing in the Woodvale Atlantic Rowing Race,,"No injury to occupants, shark rammed boat for 15 minutes",N,"R.D. Weeks, GSAF; NZ Herald, 12/21/2005",dec
1294,2005.12.11,2005,Unprovoked,AUSTRALIA,Queensland,St. Crispin Reef,Spearfishing,M,Right forearm & elbow bitten,N,"Courier-Mail, 12/12/2005",dec
1295,2005.12.05.R,2005,Boat,AUSTRALIA,South Australia,"Middle Beach, 40 km north of Adelaide",Fishing,,"No injury to occupants, hydrofoil of outboard motor bitten ",N,"Melbourne Herald Sun, 12/5/2005",dec
1296,2005.11.29.R,2005,Unprovoked,USA,Florida,"Cape San Blas, Gulf County",Surfing,M,Left foot bitten,N,wpmi.com,nov
1297,2005.11.27,2005,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,Right thumb & palm lacerated,N,"S. Petersohn, GSAF",nov
1298,2005.11.25.c,2005,Boat,AUSTRALIA,Victoria,"6 km off Collendina, south of Melbourne",Fishing,,"No injury to occupant, shark bit outboard motor",N,"Sunday Mail (QLD), 11/27/2005, p.30",nov
1299,2005.11.25.b,2005,Unprovoked,AUSTRALIA,Victoria,Flinders,Surfing,M,"2 lacerations on leg, each 4"" to 5"" long",N,"Sydney Morning Herald, 11/25/2005",nov
1300,2005.11.25.a,2005,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,"Cut on finger, board bitten",N,Dispatch online,nov
1301,2005.11.24,2005,Unprovoked,NEW CALEDONIA,Loyalty Islands,Maré,Spearfishing,,Arm bitten,N,"Les Nouvelles Caledoniennes, 11/29/2005",nov
1302,2005.11.21,2005,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Surfing,M,Left foot bitten,N,Stuart News,nov
1303,2005.11.20,2005,Unprovoked,USA,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,Lacerations to right thigh,N,"S. Petersohn, GSAF",nov
1305,2005.11.15,2005,Provoked,SOUTH AFRICA,Eastern Cape Province,Aston Bay,Fishing for sharks,M,Lacerations to hands & right leg when he tried to pull shark from the water PROVOKED INCIDENT,N,J. Visser,nov
1306,2005.11.12,2005,Unprovoked,USA,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,Puncture wounds to right foot,N,"S. Petersohn, GSAF",nov
1307,2005.11.02.b,2005,Unprovoked,USA,California,"Mavericks, Half Moon Bay, San Mateo County",Surfing,M,"No injury, board bitten",N,"R. Collier, GSAF",nov
1308,2005.11.02.a,2005,Unprovoked,USA,California,"Ocean Beach, San Francisco, San Francisco County",Surfing,M,"No injury, board bumped",N,"R. Collier, GSAF",nov
1309,2005.10.29,2005,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Wading,M,Puncture wounds to foot,N,"Sentinel, 1-/30/2005",oct
1310,2005.10.25,2005,Unprovoked,ST. MAARTIN,Simpson Bay,Sunterra Beach,Standing,M,Lower right leg lacerated,N,"M. Levine, GSAF",oct
1311,2005.10.22,2005,Unprovoked,SOUTH AFRICA,Western Cape Province,Uilenkraalsmond (near Gansbaai),Standing / Surfing,M,Right foot bitten,N,Cape Times,oct
1312,2005.10.21,2005,Unprovoked,USA,California,"Klamath River mouth, Del Norte County",Surfing,M,No injury,N,"R. Collier, GSAF",oct
1313,2005.10.19,2005,Unprovoked,USA,California,"Salmon Beach, Sonoma County",Surfing,F,Leg bitten,N,"R. Collier, GSAF; Bay City Newswire",oct
1314,2005.10.15,2005,Provoked,USA,Florida,"Ponce Inlet, Volusia County",Wading,M,Minor cuts to dorsum & sole of left foot when he stepped on shark PROVOKED INCIDENT,N,"S. Petersohn, GSAF; Florida Today, 10/16/2005 ",oct
1315,2005.10.13,2005,Unprovoked,USA,Hawaii,"Honokowai, Maui",Surfing,M,"No injury, surfboard bitten",N,Hawaii Department of Land and Natural Resources,oct
1316,2005.10.11,2005,Unprovoked,GRAND CAYMAN,East Wall,Jack McKenney's Canyon,Scuba diving,F,No injury ,N,"L.A.Hughes; G. Holt, Scubaradio.com",oct
1317,2005.10.06,2005,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Treading water/ Surfing,M,Five 1-inch lacerations to left foot,N,"S. Petersohn, GSAF",oct
1318,2005.10.03,2005,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,Lacerations to right side of face,N,"E. Ritter, GSAF; A. Armbrister, Freeport News, 10/3/2005",oct
1319,2005.10.01,2005,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sunny Cove, Fish Hoek",Surf-skiing,M,"No injury, shark bit ski",N,"Cape Argus, Cape Times, 10/3/2005",oct
1320,2005.09.27.R,2005,Unprovoked,AUSTRALIA,New South Wales,Arakoon's Little Bay,Surfing,M,"No injury, knocked off board",N,"Macleay Argues, 9/27/2005",sep
1321,2005.09.24,2005,Unprovoked,AUSTRALIA,South Australia,Kangaroo Island,Surfing,M,Lacerations to legs,N,"T. Peake, GSAF",sep
1322,2005.09.23,2005,Unprovoked,AUSTRALIA,Western Australia,"Scarborough Beach, Perth",Surfing,M, No injury,N,"T. Peake, GSAF",sep
1323,2005.09.22,2005,Invalid,USA,Florida,"Tigertail Beach, Collier County",Surfing,M,Lacerations to dorsum of left foot,N,"A. Galabinski, Marco Island Sun Times, 9/22/2005",sep
1324,2005.09.20,2005,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Body surfing,F,"Injuries to fingers, calf  & heel",N,"C. Creswell, GSAF; K. Galliard,  Sun News, 9/21/2005",sep
1325,2005.09.11,2005,Unprovoked,USA,South Carolina,Folly Beach,Surfing,M,FATAL,Y,"Post & Courier, 9/12/2005",sep
1326,2005.09.07,2005,Unprovoked,AUSTRALIA,New South Wales,"Park Beach, Coff's Harbour",Standing,M,Left foot & ankle lacerated,N,"Sydney Morning Herald, 9/9/2005",sep
1327,2005.09.05,2005,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Wading,F,Calf severely lacerated,N,"Clay Creswell, GSAF",sep
1328,2005.09.04.a,2005,Unprovoked,AUSTRALIA,South Australia,"Fishery Bay, Eyre Peninsula",Surfing,M,Lacerations to right arm & thigh,N,"C.Jenkin, Courier-Mail, 9/5/2005",sep
1329,2005.09.02.b,2005,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Standing / Surfing,M,Right foot bitten,N,"S. Petersohn, GSAF",sep
1330,2005.09.02.a,2005,Provoked,THAILAND,,On deck of fishing trawler 100 nautical miles offshore,Removing shark from net,M,FATAL PROVOKED INCIDENT,Y,"Africa online, citing the Bangkok Post",sep
1331,2005.08.24.b,2005,Unprovoked,AUSTRALIA,South Australia,Glenelg ,Scuba diving,M,FATAL,Y,"Adelaide Advertiser, 8/26/2005",aug
1332,2005.08.24.a,2005,Unprovoked,USA,California,"Scripps, LaJolla, San Diego County",Surfing,M,Lower right leg lacerated,N,"R. Collier, GSAF                ",aug
1333,2005.08.22,2005,Invalid,USA,South Carolina,"6th Avenue North, Myrtle Beach, Horry County","Boogie boarding, kicked at object in the water",M,Laceration to knee,N,"Clay Creswell, GSAF",aug
1334,2005.08.21,2005,Unprovoked,USA,South Carolina,"34th Avenue North, Myrtle Beach, Horry County",Swimming,M,Bitten underneath left arm,N,"Clay Creswell, GSAF",aug
1335,2005.08.19,2005,Unprovoked,USA,Texas,Crystal Beach (east of Galveston),Walking,M,Left foot bitten,N,"Clay Creswell, GSAF; Houston Chronicle, 8/20/2005",aug
1336,2005.08.14,2005,Invalid,SOUTH AFRICA,Western Cape Province,"Milnerton Lagoon, Cape Town",,,Human foot recovered from the water,N,"J. Eager, scubaradio.com; Cape Times, 8/15/2005",aug
1337,2005.08.12,2005,Unprovoked,USA,North Carolina,"Carolina Beach off Texas Avenue, New Hanover County",Surfing,M,Laceration on right wrist & crescent of puncture wounds on  forearm ,N,"C. Creswell, GSAF",aug
1338,2005.08.06,2005,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,Puncture wounds on left foot ,N,"C. Creswell, GSAF",aug
1339,2005.08.01,2005,Invalid,Seychelles,Inner Islands,Off North Island,Fishing,M,"FATAL, shark involvement prior to death is unconfirmed",Y,D. Rowat,aug
1340,2005.07.27,2005,Unprovoked,USA,Florida,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",Wading,F,Laceration on the back of left hand & toothmarks on wrist,N,"D. Salamone, GSAF",jul
