,Date,Year,Type,Country,Area,Location,Activity,Age,Injury,Fatal (Y/N),Female,Male
2074,25-Jun-96,1996,Unprovoked,USA,South Carolina,"Fripp Island, Beaufort County",Body surfing,24,"Lacerations to left shin, heel & foot",N,1,0
2075,06-Jun-96,1996,Unprovoked,AUSTRALIA,Victoria,"Suicide Point, Point Leo",Surfing,0,"No injury, board bitten",N,0,1
2076,04-Jun-96,1996,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,LaMercy,Surfing,0,Survived,N,0,1
2077,28-May-96,1996,Unprovoked,SOUTH AFRICA,Western Cape Province,"The Steps, Wilderness",Surfing,17,Leg bitten,N,0,1
2078,24-May-96,1996,Invalid,AUSTRALIA,New South Wales,"Wreck of paddle steamer, Koputai, 6 km off Bondi Beach",Tech diving ,45,"FATAL, but shark involvement prior to death was not confirmed",Y,0,1
2079,18-May-96,1996,Unprovoked,USA,Florida,"South of Ponce Inlet, Volusia County",Surfing,22,Right foot & ankle bitten,N,0,1
2080,10-May-96,1996,Unprovoked,SOUTH KOREA,NO DATA,NO DATA,Shell Diving,33,FATAL,Y,0,1
2081,07-May-96,1996,Unprovoked,USA,Florida,"Shark Shallows, Ponce Inlet, Volusia County",Surfing,27,Left foot & leg bitten,N,0,1
2082,28-Apr-96,1996,Unprovoked,USA,Hawaii,"La'ie Point, O'ahu",NO DATA,0,No details,UNKNOWN,0,1
2083,25-Apr-96,1996,Unprovoked,AUSTRALIA,New South Wales,Mona Vale,Swimming,11,Puncture wounds on upper left thigh ,N,0,1
2084,25-Apr-96,1996,Unprovoked,AUSTRALIA,New South Wales,Mona Vale,Swimming,16,Puncture wounds on leg ,N,1,0
2085,07-Apr-96,1996,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,0,FATAL,Y,0,1
2086,05-Mar-96,1996,Unprovoked,AUSTRALIA,Queensland,Heron Island,Swimming breast stoke,47,Left arm & leg lacerated,N,1,0
2087,Mar-96,1996,Unprovoked,AUSTRALIA,New South Wales,Lord Howe Island,Fishing in knee-deep water,7,Left calf bitten,N,0,1
2088,26-Feb-96,1996,Unprovoked,AUSTRALIA,New South Wales,"Charles Street Wharf, Parramatta River",Dived naked into the water on a bet,24,Left leg & right testicle bitten,N,0,1
2089,Reported      19-Feb-1996,1996,Provoked,USA,Missouri,St. Louis,Swimming in fish tank,32,5 punctures to hand from captive shark PROVOKED INCIDENT,N,1,0
2090,09-Feb-96,1996,Unprovoked,PAPUA NEW GUINEA,Madang Province,Madang,NO DATA,0,FATAL,Y,0,1
2091,09-Feb-96,1996,Unprovoked,PAPUA NEW GUINEA,Madang Province,Madang,NO DATA,0,Thigh,N,0,0
2092,09-Feb-96,1996,Unprovoked,PAPUA NEW GUINEA,Madang Province,Madang,Diving ,14,Leg severed FATAL,Y,0,0
2093,05-Feb-96,1996,Sea Disaster,DOMINICAN REPUBLIC,12 miles off the north coast,Boeing 757 enroute from Porta Plata,Boeing 757 enroute from Porta Plata plunged into the sea,0,"106 bodies were recovered, some had been bitten by sharks",Y,0,0
2094,04-Feb-96,1996,Unprovoked,AUSTRALIA,New South Wales,"Ned's Beach, Lord Howe Island",Swimming,7,Ankles injured,N,0,1
2095,23-Jan-96,1996,Provoked,USA,Florida,"Florida Keys, Monroe County",Wading,33,Shark bit his leg after he grabbed its tail & wouldn't let go PROVOKED INCIDENT,N,0,1
2096,22-Jan-96,1996,Unprovoked,AUSTRALIA,Queensland,"Brown's Inlet, Broadwater",Swimming,13,Lacerations to left calf,N,1,0
2097,16-Jan-96,1996,Unprovoked,USA,Hawaii,"Ka’eleki’I Point, Maui",Swimming with mask & snorkel,53,Lacerations to left foot & right shin,N,0,1
2098,14-Jan-96,1996,Unprovoked,AUSTRALIA,Western Australia,"Mutton Bird Island, Albany",NO DATA,0,No details,UNKNOWN,0,0
2099,12-Jan-96,1996,Boat,AUSTRALIA,New South Wales,Eight-mile reef off Port Kembla,Chumming for sharks,0,"No injury to occupants; shark rammed, bit & sank boat ",N,0,0
2100,10-Jan-96,1996,Unprovoked,REUNION,Saint-Paul ,Embouchure de l'étang de Saint Paul,Surfing,25,FATAL,Y,0,1
2101,1996,1996,Unprovoked,FIJI,Taveuni,NO DATA,NO DATA,0,FATAL,Y,0,1
2102,1996,1996,Unprovoked,USA,North Carolina,NO DATA,Surfing,0,Survived,N,0,1
2103,18-Dec-95,1995,Unprovoked,USA,Hawaii,Southwest of O'ahu,NO DATA,0,No details,UNKNOWN,0,1
2104,11-Nov-95,1995,Unprovoked,NEW ZEALAND,"Chatham Islands, east of New  Zealand",NO DATA,"Diving, gathering shellfish",22,Leg & chest lacerated,N,0,1
2105,25-Nov-95,1995,Invalid,USA,Hawaii,"Ha'ena, Kaua'i",NO DATA,0,Minor injury,N,0,1
2106,25-Nov-95,1995,Unprovoked,NORTHERN ARABIAN SEA,NO DATA,NO DATA,Fell off aircraft carrier,0,"Minor injuries, bites on fingers & toes. Rescued by Pakistani fishermen",N,0,1
2107,17-Nov-95,1995,Unprovoked,AUSTRALIA,Queensland,Great Keppel Island,NO DATA,0,Survived,N,0,1
2108,Reported 28-Oct-1995,1995,Unprovoked,USA,Florida,NO DATA,Boogie boarding,13,Lacerations to right foot,N,0,1
2109,21-Oct-95,1995,Unprovoked,USA,Florida,"North Beach, St. Lucie County",Surfing,17,Foot bitten,N,0,1
2110,11-Oct-95,1995,Unprovoked,AUSTRALIA,Queensland,"Pialba, Hervey Bay",Playing / standing,15,Laceration to thigh,N,1,0
2111,01-Oct-95,1995,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,39,Right arm injured,N,0,1
2112,30-Sep-95,1995,Unprovoked,USA,Florida,"Crescent Beach, St. Augustine, St. Johns County",Surfing,14,4 punctures in left foot,N,0,1
2113,30-Sep-95,1995,Unprovoked,USA,Florida,"North Beach, Hutchinson Island, St. Lucie County",Surfing,17,Leg & ankle bitten,N,0,1
2114,28-Sep-95,1995,Unprovoked,USA,California,"Davenport Landing, Santa Cruz County",Windsurfing,25,"Right foot bruised, board bitten",N,0,1
2115,19-Sep-95,1995,Unprovoked,USA,Florida,"Matanzas Bay Inlet, St. Johns County",Surfing,19,Left arm & hand lacerated,N,0,1
2116,17-Sep-95,1995,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,19,Left elbow and bicep bitten,N,1,0
2117,16-Sep-95,1995,Unprovoked,REUNION,Saint-Denis,NO DATA,Body-boarding,0,FATAL,Y,0,1
2118,13-Sep-95,1995,Unprovoked,USA,Florida,"Alligator Reef, off Islamorada, Monroe County",Scuba diving,25,"Presumed FATAL, body not recovered",Y,0,1
2119,11-Sep-95,1995,Unprovoked,AUSTRALIA,Western Australia,"Honeymoon Island, near Hopetown",Abalone diving using Hookah (near calving whales),29,"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995",Y,0,1
2120,03-Sep-95,1995,Unprovoked,USA,California,"Shelter Cove, Humboldt County",Abalone diving using Hookah (resting on the surface),32,Lower leg bitten,N,0,1
2121,03-Sep-95,1995,Invalid,USA,North Carolina,"Bald Head Island, Brunswick County",Swimming,9,Laceration to lower leg,N,0,1
2122,31-Aug-95,1995,Unprovoked,USA,Florida,"North Beach Inlet, St. Lucie County",Surfing,19,Left hand & forearm bitten,N,0,1
2123,31-Aug-95,1995,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",On a float,44,Puncture wounds on ankle & leg,N,0,1
2124,27-Aug-95,1995,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,0,Survived,N,0,1
2125,26-Aug-95,1995,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,16,Left elbow bitten,N,0,1
2126,26-Aug-95,1995,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,18,4 puncture wounds on right pinky finger,N,0,1
2127,25-Aug-95,1995,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",Swimming,16,Left arm bitten,N,0,1
2128,22-Aug-95,1995,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Swimming ,23,Right foot bitten,N,0,1
2129,22-Aug-95,1995,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,19,Bottom of left foot gashed,N,0,1
2130,21-Aug-95,1995,Unprovoked,USA,North Carolina,Cape Lookout Bight,Diving,0,No injury,N,0,0
2131,19-Aug-95,1995,Unprovoked,TONGA,Vava’u,Near Tapana Island,Fishing,18,Upper left thigh avulsed  ,N,0,1
2132,15-Aug-95,1995,Unprovoked,USA,Florida,"Daytona Beach, Volusia County ",Wading,20,Thigh lacerated,N,0,1
2133,13-Aug-95,1995,Invalid,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,15,Death resulted fom drowning; shark bites were post-mortem,Y,0,1
2134,10-Aug-95,1995,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,20,Laceration to left heel,N,0,1
2135,10-Aug-95,1995,Unprovoked,USA,South Carolina,"Ocean Lakes Campground, south of Myrtle Beach, Horry County","""Riding waves on a board""",14,Left foot bitten,N,1,0
2136,07-Aug-95,1995,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Body boarding,12,Multiple bites on right leg and knee,N,0,1
2137,01-Aug-95,1995,Invalid,TONGA,Vava’u,Neiafu,Fishing,0,Finger broken when hooked shark grabbed his catch,N,0,1
2138,Aug-95,1995,Invalid,USA,California,"Carmel, Monterey County",Diving,0,Torso bitten,N,0,1
2139,28-Jul-95,1995,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0,Left foot bitten,N,0,1
2140,28-Jul-95,1995,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0,Minor laceration on lower leg,N,0,1
2141,28-Jul-95,1995,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,18,Laceration to heel,N,0,1
2142,28-Jul-95,1995,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,18,2-inch laceration to lower right leg ,N,0,1
2143,28-Jul-95,1995,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",NO DATA,12,Hand bitten (minor injury),N,0,1
2144,24-Jul-95,1995,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",Swimming,7,Right foot bitten,N,1,0
2145,23-Jul-95,1995,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Body boarding,47,Foot bitten,N,0,1
2146,08-Nov-84,1984,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Gonubie River Mouth,Surfing,14,Wetsuit lacerated,N,0,1
2147,07-Jul-95,1995,Unprovoked,BRAZIL,Pernambuco,Candeias,Surfing,18,"Arm bitten, FATAL",Y,0,1
2148,06-Jul-95,1995,Unprovoked,USA,Texas,Port Aransas,Surfing,34,Foot bitten,N,0,1
2149,03-Jul-95,1995,Provoked,USA,Mississippi,"Cat Island, Harrison County",Fishing,32,Minor laceration to leg from a hooked shark PROVOKED INCIDENT,N,1,0
2150,Early Jul-1995,1995,Provoked,USA,South Carolina,"Off 29th Avenue, Myrtle Beach, Horry County",Jumped off surfboard & landed on the shark,0,Foot bitten PROVOKED INCIDENT,N,0,1
2151,30-Jun-95,1995,Unprovoked,USA,California,"Bluefish Cove, Pt. Lobos State Park, Monterey County",Scuba diving (ascending using scooter),31,"Forearm, abdomen & upper leg lacerated",N,0,1
2152,24-Jun-95,1995,Unprovoked,USA,California,"LaJolla Shores, San Diego County",Kayaking,0,Minor injuries,N,1,0
2153,23-Jun-95,1995,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Playing / jumping,13,Ankle bitten,N,0,1
2154,17-Jun-95,1995,Unprovoked,USA,South Carolina,"Garden City Beach, Horry County",Surfing,0,Foot bitten,N,0,1
2155,17-Jun-95,1995,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",Swimming,45,Right leg bitten,N,0,1
2156,16-Jun-95,1995,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Swimming,10,Leg bitten,N,1,0
2157,14-Jun-95,1995,Unprovoked,USA,Hawaii,"Opposite Grand Wailea Resort, Wailea, Maui",Swimming,38,Puncture wounds & scratches to torso & left leg ,N,0,1
2158,13-Jun-95,1995,Unprovoked,HONG KONG,Clearwater Bay,First Beach,Swimming,45,"FATAL, left  leg & forearm severed",Y,1,0
2159,02-Jun-95,1995,Unprovoked,HONG KONG,New Territories,Sheung Sze Wan Beach,Swimming,29,"FATAL, right thigh bitten, femur exposed  ",Y,0,1
2160,31-May-95,1995,Unprovoked,HONG KONG,New Territories,Sai Kung Beach,Diving,44,"FATAL, right leg severed, left leg lacerated ",Y,0,0
2161,26-May-95,1995,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Surfing,15,Left foot bitten,N,0,1
2162,24-May-95,1995,Unprovoked,FIJI,Yasawa Islands,Waya Island,Sleeping in anchored boat,69,"FATAL, hand & leg severely injured by shark that leapt into boat  ",Y,0,1
2163,18-May-95,1995,Unprovoked,AUSTRALIA,Western Australia,"Bernier Island, Shark Bay",NO DATA,0,No details,UNKNOWN,0,0
2164,12-May-95,1995,Unprovoked,SOUTH KOREA,NO DATA,Jangkodo Island,Diving for abalone,44,Right leg severed FATAL,Y,1,0
2165,16-Apr-95,1995,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",NO DATA,12,Dorsum of right hand bitten,N,0,1
2166,13-Apr-95,1995,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",NO DATA,20,Puncture wounds on right foot,N,0,1
2167,09-Apr-95,1995,Unprovoked,AUSTRALIA,New South Wales,"Honeysuckle Point, Eden",Diving,0,"No injury, shark took swimfin",N,0,1
2168,09-Apr-95,1995,Unprovoked,JAPAN,Aichi Prefecture,Atsumi Peninsula,Scuba diving for bivalves,47,FATAL,Y,0,1
2169,21-Mar-95,1995,Unprovoked,AUSTRALIA,New South Wales,"Clark Island, Sydney Harbour",Surf skiing,0,"No injury, knocked off board by shark",N,1,0
2170,11-Mar-95,1995,Unprovoked,AUSTRALIA,South Australia,Cactus Beach,Surfing,35,Left arm lacerated,N,0,1
2171,05-Mar-95,1995,Unprovoked,BRAZIL,Maranhão,"Praia do Olho D'Água, São Luis",Swimming,0,FATAL,Y,0,0
2172,19-Feb-95,1995,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kidd’s Beach,Swimming,22,Lacerations to lower leg & foot,N,0,1
2173,Feb-95,1995,Unprovoked,VENEZUELA,NO DATA,NO DATA,Wind surfing,0,Right ankle & foot bitten,N,0,1
2174,24-Jan-95,1995,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Swimming,14,"FATAL, right thigh bitten & femur exposed, shallow lacerations on right calf & left thigh & fingers lacerated ",Y,0,1
2175,02-Jan-95,1995,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,17,Foot bitten,N,0,1
2176,1995,1995,Invalid,SOUTH AFRICA,NO DATA,NO DATA,Diving,33,Reportedly lost lower right leg as result of shark bite,N,0,1
2177,1995,1995,Provoked,AUSTRALIA,Queensland,Gladstone Reef,Snorkeling,0,"No injury, grabbed byshark after he pulled its tail PROVOKED INCIDENT",N,0,1
2178,1995,1995,Invalid,USA,North Carolina,Carolina Beach,Scuba diving,0,Death resulted fom drowning; shark bites were post-mortem,Y,0,1
2179,1995,1995,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",NO DATA,0,No details,UNKNOWN,0,1
2180,30-Dec-94,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Body boarding,26,"No injury, board bitten",N,0,1
2181,18-Dec-94,1994,Unprovoked,USA,Hawaii,"Kinikini, Mana, Kaua'i","Surfing, sitting on board",0,"No injury, shark bit surfboard",N,0,0
2182,13-Dec-94,1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,0,Survived,N,0,1
2183,11-Dec-94,1994,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,0,Right thigh bitten,N,0,1
2184,Reported      10-Dec-1994 ,1994,Unprovoked,VANUATU,Tafea Province,Aniwa Island,NO DATA,0,No details,UNKNOWN,0,0
2185,09-Dec-94,1994,Invalid,AUSTRALIA,Queensland,"Hinchinbrook Channel, Queensland",Murder victim,44,Shark scavenged on his corpse,N,0,1
2186,09-Dec-94,1994,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Commercial diver (submerged or treading water),42,"FATAL, right leg nearly severed, puncture wounds to left leg ",Y,0,1
2187,01-Dec-94,1994,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,0,FATAL,Y,0,1
2188,25-Nov-94,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Spearfishing,0,No injury,N,0,1
2189,13-Nov-94,1994,Unprovoked,USA,Hawaii,"Off the Hanalei River, Kaua'i","Surfing, paddling seawards",34,Right thigh & board bitten,N,1,0
2190,06-Nov-94,1994,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",Surfing,0,"No injury, shark bit surfboard",N,0,0
2191,18-Oct-94,1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,0,Survived,N,0,0
2192,17-Oct-94,1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,0,Survived,N,0,1
2193,09-Oct-94,1994,Provoked,USA,Florida,"Bill Baggs Cape Florida State Recreation Area, Miami-Dade County",Wading,9,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,N,1,0
2194,05-Oct-94,1994,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,16,Foot bitten,N,0,1
2195,26-Sep-94,1994,Unprovoked,USA,South Carolina,"North Forest Beach, near Hilton Head, Beaufort County",Swimming,30,Right side of abdomen & left hand bitten,N,1,0
2196,21-Sep-94,1994,Unprovoked,USA,Oregon,"Short Sand Beach, Oswald West State Park",Surfing,43,"No injury, surfboard bitten",N,0,1
2197,Reported 11-Sep-1994,1994,Sea Disaster,USA,Florida,Florida Straits,Adrift on refugee raft,0,FATAL,Y,0,1
2198,05-Sep-94,1994,Unprovoked,USA,Hawaii,Makaha Surf Beach,Jumped off rocks into white water,12,Left calf bitten,N,1,0
2199,22-Aug-94,1994,Unprovoked,JAPAN,Kagoshima Prefecture,Tatsugo-cho,NO DATA,0,Survived,N,0,0
2200,24-Jul-94,1994,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,15,Left foot severed,N,0,1
2201,09-Jul-94,1994,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,0,FATAL,Y,0,1
2202,09-Jul-94,1994,Unprovoked,REUNION,Saint-Denis,Barachois,Windsurfing,24,FATAL,Y,0,1
2203,09-Jul-94,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,22,"FATAL, leg severed ",Y,0,1
2204,09-Jul-94,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,31,Buttock & leg bitten,N,0,1
2205,08-Jul-94,1994,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,0,Survived,N,0,1
2206,08-Jul-94,1994,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,15,Right calf lacerated,N,0,1
2207,24-Jun-94,1994,Unprovoked,BAHAMAS,Grand Bahama Island,Freeport,Spearfishing,30,Forearm severely bitten,N,0,1
2208,31-May-94,1994,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,24,Foot lacerated,N,0,1
2209,31-May-94,1994,Unprovoked,USA,Florida," Daytona Beach, Volusia County",Surfing,28,Right foot lacerated,N,0,1
2210,28-May-94,1994,Unprovoked,USA,Florida,"3 miles east of Jacksonville Beach, Duval County",Spearfishing,35,Shoulder bitten,N,0,1
2211,24-May-94,1994,Unprovoked,USA,Florida,"Spessard Holland Park, Melbourne Beach, Brevard County",Wading,36,Lower left calf & ankle  lacerated,N,1,0
2212,23-May-94,1994,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,26,Gash on ankle,N,0,1
2213,15-May-94,1994,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,22,Right knee lacerated,N,0,1
2214,Reported 16-Apr-1994,1994,Invalid,USA,California,"Sunset Cliffs, San Diego, San Diego County",NO DATA,25,Not a shark attack; possibly murder. Body recovered 4-16-1994 minus severed leg,Y,1,0
2215,15-Apr-94,1994,Unprovoked,REUNION,Saint-Joseph,Lieu-dit Cayenne,NO DATA,0,FATAL,Y,0,0
2216,06-Apr-94,1994,Unprovoked,BAHAMAS,NO DATA,Rum Cay,Wading,0,Lower right  leg bitten,N,0,1
2217,03-Apr-94,1994,Unprovoked,USA,Florida,"Miami Beach, Dade County",Freediving for seashells,71,Left shoulder lacerated,N,0,1
2218,02-Apr-94,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Arniston,Spearfishing,0,FATAL  ,Y,0,1
2219,23-Mar-94,1994,Unprovoked,CHILE,NO DATA,300 miles east of Easter Island,Swimming alongside NOAA research vessel Discoverer,19,Leg severed mid-thigh,N,1,0
2220,23-Mar-94,1994,Unprovoked,CHILE,NO DATA,300 miles East of Easter Island,Swimming alongside NOAA research vessel Discoverer,0,Thigh bitten,N,0,1
2221,07-Mar-94,1994,Provoked,USA,California,NO DATA,Removing shark from tank in nightclub ,33,Arm lacerated by captive shark PROVOKED INCIDENT,N,0,1
2222,01-Mar-94,1994,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,25,Leg bitten,N,0,1
2223,27-Feb-94,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Saxon Reef,Spearfishing,0,Swim fin bitten,N,0,1
2224,19-Feb-94,1994,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,23,Left foot bitten,N,0,1
2225,13-Feb-94,1994,Provoked,USA,Hawaii,Kailua Bay,Fishing,0,Arm bitten while trying to secure shark caught by navy personnel from vessel PROVOKED INCIDENT,N,0,1
2226,12-Feb-94,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Beachview Holiday Resort,Surfing,15,Leg bitten ,N,0,1
2227,Feb-94,1994,Unprovoked,NEW CALEDONIA,South Province,Cap Goulvain,Fishing,0,"FATAL, right foot severed",Y,0,0
2228,31-Jan-94,1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,0,Right leg bitten,N,0,1
2229,31-Jan-94,1994,Unprovoked,USA,Hawaii,"Velzyland, north shore of O'ahu",Surfing,0,FATAL,Y,0,1
2230,30-Jan-94,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Windsurfing,44,Calf bitten,N,0,1
2231,Reported 12-Jan-1994,1994,Boat,AUSTRALIA,Western Australia,Albany,Fishing,0,"No injury to occupants, shark bit anchor and ladder",N,0,0
2232,09-Jan-94,1994,Unprovoked,AUSTRALIA,Queensland,"Katana Downs Reach, Brisbane River","Swimming, after falling off towed kneeboard",23,Hamstring bitten,N,0,1
2233,03-Jan-94,1994,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Hibberdene,Swimming ,33,Foot bitten,N,0,1
2234,Last incident of 1994 in Hong Kong,1994,Unprovoked,HONG KONG,NO DATA,NO DATA,Playing volleyball with friends,0,Both legs lacerated,N,1,0
2235,1994,1994,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,0,Foot bitten,N,0,1
2236,Dec-93,1993,Unprovoked,USA,Hawaii,Waipo,Surfing,0,FATAL,Y,0,1
2237,28-Nov-93,1993,Unprovoked,USA,Florida,"North Beach Jetty, St Lucie County",Swimming,30,"""Minor cuts to left leg""",N,0,1
2238,21-Nov-93,1993,Unprovoked,AUSTRALIA,Western Australia, A pearl  farm in Roebuck Bay,Hookah diving,27,FATAL,Y,0,1
2239,12-Nov-93,1993,Unprovoked,USA,Hawaii,"Horners, Wailua, Kaua'i","Surfing, paddling shorewards",0,Left leg severely bitten,N,0,1
2240,Nov-93,1993,Unprovoked,SOMALIA,Banaadir Region,Mogadishu,Stamding,0,FATAL,Y,0,1
2241,30-Oct-93,1993,Unprovoked,USA,California,"""Bunkers"" Eureka, Humboldt County",Surfing,26,Serious injury to left leg,N,0,1
2242,26-Oct-93,1993,Unprovoked,USA,Florida,"Treasure Shores Beach, Indian River County",Swimming,26,Thigh & hand lacerated,N,1,0
2243,10-Oct-93,1993,Boat,USA,California,"Goat Rock, Bodega Bay, Sonoma County?",Kayaking,34,"No Injury, Kayak holed",N,1,0
2244,Oct-93,1993,Unprovoked,USA,Hawaii,"Mouth of Wallua River, Kaua'i",Surfing,0,Serious leg wounds,N,0,0
2245,30-Sep-93,1993,Unprovoked,SOMALIA,Banaadir Region,Mogadishu,Swimming,21,FATAL,Y,0,1
