,eventid,iyear,imonth,iday,country,country_txt,city,summary,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,target1,natlty1,natlty1_txt,gname,motive,individual,nperps,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weapdetail,nkill,nkillter,nwound,nwoundte,nkil
912,197106130002,1971,6,13,217,United States,Los Angeles,"6/13/1971: Unknown perpetrators, protesting the actions of the Mexican government, bombed a gas station adjacent to the Spanish language television channel KMEX-TV in Los Angeles, California, United States.  There were no casualties but a truck sustained minor damage and one window at the gas station was shattered.",1,1,1,0,0,1,0,3,Bombing/Explosion,10,Journalists & Media,KMEX-TV,217,United States,Chicano Radicals,"To protest the complicity of the Mexican government, in the death of eight student protesters, during riots in Mexico City.",0,-99,6,Explosives,17,Other Explosive Type,Small homemade bomb,0.0,0,0,0,0
913,197106150001,1971,6,15,217,United States,East Los Angeles,"6/15/1971: Unknown perpetrators, protesting the actions of the Mexican government, bombed the Joaquin Murieta Center, a Mexican-American  college recruitment facility, in Los Angeles, California, United States.  There were no casualties and it is unknown if the buildings sustained any damage.",1,1,1,0,0,1,0,3,Bombing/Explosion,7,Government (Diplomatic),"Joaquin Murieta Center, Los Angeles California",217,United States,Chicano Radicals,"To protest the complicity of the Mexican government, in the death of eight student protesters, during riots in Mexico City.",0,-99,6,Explosives,16,Unknown Explosive Type,Bomb,0.0,0,0,0,0
914,197106160001,1971,6,16,217,United States,Santa Cruz,"6/16/1971: Unknown perpetrators placed a pipe bomb at the county building in Santa Cruz, California, United States.  An anonymous caller notified the authorities of the device and it was subsequently removed.",1,1,1,1,0,0,0,3,Bombing/Explosion,2,Government (General),"County building, Santa Cruz California",217,United States,Chicano Radicals,To protest the treatment of Mexican-Americans,0,-99,6,Explosives,31,Pipe Bomb,Fourteen inch pipe bomb,0.0,0,0,0,0
915,197106170001,1971,6,17,217,United States,Los Angeles,"6/17/1971: Unknown perpetrators, protesting the actions of the Mexican government, bombed the Mexican-American newspaper LA Opinion in Los Angeles, California, United States.  There were no casualties but the front of the office was damaged and windows at an store adjacent store were shattered.",1,1,1,0,0,1,0,3,Bombing/Explosion,10,Journalists & Media,Offices of LA Opinion,217,United States,Chicano Radicals,"To protest the complicity of the Mexican government, in the death of eight student protesters, during riots in Mexico City.",0,-99,6,Explosives,16,Unknown Explosive Type,Bomb placed outside the front door of the building or tossed at the building,0.0,0,0,0,0
916,197106180002,1971,6,18,217,United States,New York City,,1,1,1,0,0,1,0,2,Armed Assault,1,Business,Bank,217,United States,Black Liberation Army,,0,,5,Firearms,3,Handgun,Pistols,0.0,,0,,0
917,197106210001,1971,6,21,217,United States,San Jose,"6/21/1971: Unknown perpetrators placed a pipe bomb in a purse and left the device at a City Council meeting in San Jose, California, United States.  The bomb was discovered and subsequently removed.  The meeting discussed a controversial debate on a proposed mobile home development.",1,1,1,0,0,0,0,3,Bombing/Explosion,2,Government (General),"City Council Building, San Jose California",217,United States,Unknown,,0,-99,6,Explosives,14,Time Fuse,Three inch pipe bomb with timing device,0.0,0,0,0,0
918,197106220001,1971,6,22,217,United States,Glen Cove,,1,1,1,0,0,0,0,3,Bombing/Explosion,7,Government (Diplomatic),estate of Soviet UN mission,359,Soviet Union,Jewish Defense League (JDL),,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
919,197106220002,1971,6,22,217,United States,Los Angeles,"6/22/1971: In a series of two incidents that might have been part of a multiple attack, suspected members of the Chicano Liberation Front bombed a campus security police car parked outside of the administration building at California State University, Los Angeles, United States.  There were no casualties but the vehicle was destroyed.",1,1,1,0,1,1,0,3,Bombing/Explosion,8,Educational Institution,"Campus police vehicle at California State University, Los Angeles",217,United States,Chicano Liberation Front,To protest the treatment of Mexican-Americans,0,-99,6,Explosives,16,Unknown Explosive Type,Bomb,0.0,0,0,0,0
920,197106220003,1971,6,22,217,United States,Los Angeles,"6/22/1971: In a series of two incidents that might have been part of a multiple attack, suspected members of the Chicano Liberation Front bombed a counselor's office at Lincoln High School in Los Angeles, California, United States.  While police were investigating the incident, a police car located outside of the high school was bombed.  There were no casualties but the counselor's office and the police car were both damaged.",1,1,1,0,1,1,0,3,Bombing/Explosion,8,Educational Institution,Counselor's office at Lincoln High School,217,United States,Chicano Liberation Front,To protest the treatment of Mexican-Americans,0,-99,6,Explosives,15,Vehicle,Bomb inside or under police vehicle,0.0,0,0,0,0
921,197106240001,1971,6,24,217,United States,Oakland,,1,1,1,-9,0,1,0,3,Bombing/Explosion,1,Business,Bank of America,217,United States,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
922,197106240002,1971,6,24,217,United States,Los Angeles,"6/24/1971: Suspected members of the Chicano Liberation Front detonated a bomb at Belvedere Junior High School in Los Angeles, California, United States.  There were no casualties but the explosion destroyed one office at the school and shattered windows in three others.",1,1,1,0,0,1,0,3,Bombing/Explosion,8,Educational Institution,"Belvedere Junior High School, Los Angeles",217,United States,Chicano Liberation Front,To protest the treatment of Mexican-Americans,0,-99,6,Explosives,16,Unknown Explosive Type,Bomb placed on window sill,0.0,0,0,0,0
923,197106250001,1971,6,25,217,United States,Freeport,"6/25/1971: Unknown perpetrators failed in their attempts to firebomb a draft board in Freeport, New York, United States.",1,1,1,1,0,0,0,7,Facility/Infrastructure Attack,2,Government (General),"Draft board, Freeport New York",217,United States,Left-Wing Militants,To protest and sabotage the draft,0,-99,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,Firebomb,0.0,0,0,0,0
924,197106260001,1971,6,26,217,United States,Los Angeles,,1,1,1,-9,0,1,0,3,Bombing/Explosion,1,Business,Security Pacific National Bank,217,United States,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
926,197107000002,1971,7,0,217,United States,New York City,,1,1,1,0,0,1,0,3,Bombing/Explosion,1,Business,theatre,217,United States,Secret Cuban Government,,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
927,197107010001,1971,7,1,217,United States,Los Angeles,"7/1/1971: A member of the Chicano Liberation Front bombed the 63rd Army Reserve center in Los Angeles, California, United States.  There were no casualties but the building sustained an estimated $2,400 in damages.",1,1,1,0,0,1,0,3,Bombing/Explosion,4,Military,"63rd Army Reserve center, Los Angeles California",217,United States,Chicano Liberation Front,To protest the treatment of Mexican-Americans,0,1,6,Explosives,31,Pipe Bomb,,0.0,0,0,0,0
929,197107040001,1971,7,4,217,United States,San Jose,,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Federal Office Building,217,United States,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
930,197107060001,1971,7,6,217,United States,Montebello,"7/6/1971: The Chicano Liberation Front threw a firebomb into Montebello High School in Montebello, California, United States.  There were no casualties but one classroom was destroyed and classrooms were damaged.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,Classroom building at Montebello High School,217,United States,Chicano Liberation Front,To protest the treatment of Mexican-Americans,0,-99,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,Tossed firebomb,0.0,0,0,0,0
931,197107080001,1971,7,8,217,United States,Los Angeles,,1,1,1,0,0,1,0,3,Bombing/Explosion,1,Business,Pan American National Bank,217,United States,Chicano Liberation Front,,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
932,197107080002,1971,7,8,217,United States,Los Angeles,"7/8/1971: The Chicano Liberation Front bombed a post office in East Los Angeles, California, United States.  There were no casualties but windows were shattered.",1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Post office in East Los Angeles,217,United States,Chicano Liberation Front,,0,-99,6,Explosives,16,Unknown Explosive Type,Bomb,0.0,0,0,0,0
933,197107090001,1971,7,9,217,United States,Providence,"7/9/1971: Unknown perpetrators bombed the City Hall of Providence, Rhode Island, United States.  There were no casualties but windows were shattered at the City Hall and surrounding buildings.",1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Providence City Hall,217,United States,Left-Wing Militants,,0,2,6,Explosives,16,Unknown Explosive Type,Bomb,0.0,0,0,0,0
934,197107090002,1971,7,9,217,United States,San Diego,"7/9/1971: Unknown perpetrators bombed the Selective Service Headquarters in San Diego, California, United States.  There were no casualties and it is not known if the building was damaged.",1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),"Selective Service Headquarters, San Diego California",217,United States,Left-Wing Militants,To protest and sabotage the draft,0,-99,6,Explosives,16,Unknown Explosive Type,Bombed,0.0,0,0,0,0
940,197107180003,1971,7,18,217,United States,Los Angeles,"7/18/1971: Suspected members of the Chicano Liberation Front bombed a Monterey Park branch of the Bank of America in Los Angeles, California, United States.  There were no casualties but the explosion caused extensive damage to the interior of the building.",1,1,1,0,0,1,0,3,Bombing/Explosion,1,Business,"Monterey Park branch of Bank of America, Los Angeles",217,United States,Chicano Liberation Front,"Bank of America was perceived to symbolize the ""capitalist exploitation of the little man.""",0,-99,6,Explosives,16,Unknown Explosive Type,Bomb,0.0,0,0,0,0
941,197107210001,1971,7,21,217,United States,San Francisco,"7/21/1971: Three members of the Black Liberation Army robbed Fidelity Savings and Loan in San Francisco, California, United States.  $9,400 was stolen.",1,0,1,1,0,1,0,5,Hostage Taking (Barricade Incident),1,Business,Fidelity Savings and Loan in downtown San Francisco,217,United States,Black Liberation Army,The Black Liberation Army stole money in order to support their armed struggle.  BLA members believed that armed struggle was the only means by which the Black Nationalist movement could break the psychological-class chains of 20th century enslavement.,0,0,5,Firearms,3,Handgun,Automatic pistol and sawed-off shotgun,0.0,0,0,0,0
942,197107240001,1971,7,24,217,United States,Santa Cruz,"7/24/1971: Unknown perpetrators bombed and robbed the National Guard Armory in Santa Cruz, California, United States.  There were no casualties but the pipe bomb caused major damage to the armory's radio equipment room.  Several guns were also stolen.",1,1,1,1,0,1,0,3,Bombing/Explosion,4,Military,"National Guard Armory, Santa Cruz California",217,United States,Left-Wing Militants,To protest and the National Guard,0,-99,6,Explosives,31,Pipe Bomb,,0.0,0,0,0,0
943,197107250001,1971,7,25,217,United States,New York City,,1,1,1,0,0,1,0,2,Armed Assault,7,Government (Diplomatic),Soviet Embassy car,359,Soviet Union,Jewish Defense League (JDL),,0,,8,Incendiary,,,Incendiary,0.0,,0,,0
946,197107280002,1971,7,28,217,United States,Ben Lomond,"7/28/1971: Unknown perpetrators threw two firebombs into the Bank of America branch in Ben Lomond, California, United States.  The fire was extinguished quickly and caused little damage.",1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,1,Business,"Bank of America, Ben Lomond California",217,United States,Left-Wing Militants,"Bank of America was perceived to symbolize the ""capitalist exploitation of the little man.""",0,-99,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,Firebombs thrown into building,0.0,0,0,0,0
948,197107300001,1971,7,30,217,United States,Beverly Hills,,1,1,1,0,0,1,0,3,Bombing/Explosion,1,Business,Travel Agency,217,United States,Jewish Defense League (JDL),,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
953,197108110001,1971,8,11,217,United States,New York City,,1,1,1,0,0,1,0,3,Bombing/Explosion,1,Business,Trucking Firm,217,United States,Jewish Defense League (JDL),,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
956,197108120001,1971,8,12,217,United States,Pittsburgh,,1,1,1,-9,0,1,0,3,Bombing/Explosion,1,Business,Bank of America,217,United States,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
958,197108150001,1971,8,15,217,United States,Fayetteville,,1,1,1,0,0,1,0,9,Unknown,3,Police,Police Officer,217,United States,Black Liberation Army,,0,,13,Unknown,,,,1.0,0,0,0,1
959,197108150004,1971,8,15,217,United States,Atlanta,,1,1,1,0,0,1,0,2,Armed Assault,1,Business,Bank,217,United States,Black Liberation Army,,0,,5,Firearms,3,Handgun,Pistols,1.0,,0,,1
960,197108150005,1971,8,15,217,United States,Vernon,,1,1,1,-9,0,1,0,2,Armed Assault,21,Utilities,Yankee Nuclear Power Plant,217,United States,Unknown,,0,1,5,Firearms,3,Handgun,Pistol,0.0,,1,,0
961,197108180001,1971,8,18,217,United States,Cleveland,,1,1,1,0,0,1,0,3,Bombing/Explosion,22,Violent Political Party,Headquarters,217,United States,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
962,197108220001,1971,8,22,217,United States,New York City,,1,1,1,0,0,1,0,3,Bombing/Explosion,1,Business,Grocery,217,United States,Armed Revolutionary Independence Movement (MIRA),,0,,6,Explosives,16,Unknown Explosive Type,Explosive,0.0,,0,,0
963,197108220002,1971,8,22,217,United States,Hoboken,,1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,1,Business,store,217,United States,Armed Revolutionary Independence Movement (MIRA),,0,,8,Incendiary,,,Incendiary,0.0,,0,,0
