,Outlier,userId_x,userId_y,CommentCount,DownVotes,Reputation,Score,UpVotes,ViewCount,Views,postId
20224,Views,30971,3919.0,0,0,189,1,8,0,24,30971
20263,Views,31026,159.0,3,0,21,5,0,0,14,31026
20282,Views,31052,3640.0,0,0,66,3,20,0,9,31052
20294,Views,31073,12196.0,1,0,81,2,0,312,8,31073
20341,Views,31135,5739.0,3,0,423,2,10,0,8,31135
20352,Views,31152,12219.0,0,19,393,2,150,566,42,31152
20357,Views,31160,7817.0,2,0,96,5,14,0,16,31160
20362,Views,31166,2221.0,0,0,1,8,0,1037,83,31166
20378,Views,31187,10026.0,1,0,141,4,1,0,25,31187
20379,Views,31188,2669.0,1,0,178,3,5,0,56,31188
20391,Views,31208,8402.0,17,0,100,3,13,65,16,31208
20400,Views,31221,12046.0,0,1,305,3,26,0,40,31221
20427,Views,31256,8067.0,1,0,29,4,0,415,54,31256
20430,Views,31261,12261.0,1,0,75,1,0,0,46,31261
20433,Views,31264,7250.0,0,3,459,4,12,0,34,31264
20437,Views,31268,12264.0,0,0,36,0,1,0,14,31268
20449,Views,31285,6750.0,0,0,16,0,0,0,19,31285
20453,Views,31289,7817.0,4,0,93,0,11,0,9,31289
20465,Views,31304,11032.0,3,2,163,1,5,0,48,31304
20473,Views,31314,16592.0,1,2,284,4,8,0,22,31314
20481,Views,31323,11032.0,1,0,206,2,15,0,11,31323
20489,Views,31334,12290.0,1,0,881,11,93,0,68,31334
20511,Views,31364,11997.0,1,0,52,0,4,1721,15,31364
20518,Views,31372,11032.0,0,0,266,1,65,0,21,31372
20522,Views,31379,12218.0,2,0,67,1,6,1110,8,31379
20549,Views,31418,226.0,2,0,142,3,7,0,9,31418
20551,Views,31420,11032.0,0,0,1236,0,408,0,94,31420
20573,Views,31455,12329.0,1,0,11,6,0,308,9,31455
20581,Views,31466,11032.0,2,0,105,4,38,0,24,31466
20586,Views,31474,6961.0,0,0,152,1,7,0,8,31474
20587,Views,31475,10823.0,0,0,33,1,2,0,13,31475
20613,Views,31507,4598.0,5,0,56,6,2,0,16,31507
20633,Views,31536,12275.0,0,0,244,2,15,74,11,31536
20656,Views,31563,2392.0,1,2,200,8,21,0,25,31563
20675,Views,31587,11032.0,0,1,157,4,5,0,31,31587
20676,Views,31589,2917.0,8,0,31,2,0,139,8,31589
20691,Views,31611,12387.0,0,0,245,7,5,474,28,31611
20705,Views,31634,4856.0,8,1,376,28,8,0,17,31634
20713,Views,31645,12333.0,0,0,28,2,2,223,8,31645
20725,Views,31661,4505.0,1,0,211,2,35,0,19,31661
20731,Views,31668,11032.0,1,4,1899,2,8,0,137,31668
20740,Views,31685,11032.0,8,0,6,1,0,0,10,31685
20769,Views,31730,11032.0,0,0,1,1,0,0,8,31730
20796,Views,31765,12444.0,2,0,26,2,0,363,17,31765
20802,Views,31774,930.0,5,9,554,9,45,0,39,31774
20823,Views,31800,,5,0,8,5,0,964,22,31800
20845,Views,31835,1739.0,0,0,77,1,0,0,17,31835
20851,Views,31843,12461.0,0,0,60,2,11,108,14,31843
20852,Views,31844,5739.0,1,0,36,5,1,0,16,31844
20893,Views,31892,223.0,0,0,1,9,0,160,77,31892
20923,Views,31941,2921.0,0,0,286,1,3,0,15,31941
20936,Views,31960,4856.0,0,0,3,10,0,0,10,31960
20946,Views,31975,12500.0,0,0,432,0,4,212,17,31975
20948,Views,31978,11032.0,1,0,51,2,0,0,8,31978
20975,Views,32018,8402.0,4,0,58,12,30,315,28,32018
20990,Views,32036,11969.0,3,143,7227,1,2664,0,991,32036
21010,Views,32061,10984.0,4,0,119,6,3,3811,10,32061
21032,Views,32089,10524.0,3,0,270,10,46,0,80,32089
21036,Views,32094,13565.0,2,0,69,0,18,64,11,32094
21041,Views,32099,7397.0,5,0,128,1,7,301,13,32099
21085,Views,32154,12540.0,0,0,61,1,3,0,8,32154
21088,Views,32157,887.0,3,16,292,5,12,0,45,32157
21098,Views,32167,11090.0,0,0,46,1,3,0,11,32167
21110,Views,32181,10619.0,0,0,63,0,1,0,15,32181
21111,Views,32182,7486.0,5,0,106,3,0,0,11,32182
21115,Views,32186,9136.0,8,0,271,0,10,119,10,32186
21118,Views,32190,5111.0,1,0,11,0,0,80,10,32190
21156,Views,32239,12629.0,6,0,118,0,2,546,9,32239
21203,Views,32299,12620.0,0,0,326,2,0,0,31,32299
21208,Views,32304,1679.0,0,0,186,0,0,0,10,32304
21268,Views,32377,8137.0,16,0,216,19,4,1876,16,32377
21270,Views,32379,1036.0,2,0,118,9,0,0,11,32379
21284,Views,32397,12652.0,2,0,264,0,31,2517,20,32397
21285,Views,32398,12654.0,3,0,191,0,9,146,17,32398
21313,Views,32432,2310.0,2,0,22,3,3,150,10,32432
21316,Views,32438,11032.0,2,0,28,1,4,0,8,32438
21341,Views,32472,253.0,0,0,28,2,5,395,22,32472
21354,Views,32490,11032.0,0,0,191,4,96,0,13,32490
21365,Views,32504,9886.0,2,2,212,2,24,2090,34,32504
21430,Views,34588,13404.0,0,0,151,0,68,251,23,34588
21438,Views,34600,4966.0,0,0,36,4,0,376,10,34600
21441,Views,34604,13414.0,3,0,16,1,0,158,13,34604
21443,Views,34608,6897.0,5,0,6,6,0,175,9,34608
21469,Views,34642,4278.0,0,0,1,6,0,1299,11,34642
21470,Views,34643,11981.0,1,0,18,4,0,0,8,34643
21479,Views,34658,13436.0,0,119,1226,3,326,0,137,34658
21481,Views,34661,13362.0,16,0,1,5,0,0,22,34661
21507,Views,34694,253.0,0,0,179,1,28,0,69,34694
21525,Views,34719,6897.0,0,0,1,2,0,0,8,34719
21541,Views,34738,4598.0,0,0,208,4,23,0,20,34738
21587,Views,34792,8013.0,4,0,239,1,8,0,9,34792
21600,Views,34811,686.0,4,0,76,1,3,0,10,34811
21604,Views,34817,10151.0,5,0,108,0,6,124,20,34817
21637,Views,34860,2860.0,1,0,38,1,2,0,12,34860
21645,Views,34874,13038.0,7,7,361,2,22,561,26,34874
21671,Views,34908,10849.0,1,0,1,14,0,0,8,34908
21686,Views,34927,13465.0,1,0,31,1,0,826,8,34927
21697,Views,34944,2116.0,0,0,164,2,33,0,26,34944
21700,Views,34949,4325.0,0,0,51,2,6,0,11,34949
21712,Views,34962,12710.0,2,0,122,4,3,0,16,34962
21716,Views,34967,13538.0,1,0,1,3,0,314,11,34967
21743,Views,35010,13559.0,1,0,85,13,6,5048,10,35010
21759,Views,35026,11240.0,5,0,119,0,13,0,11,35026
21784,Views,35060,8627.0,8,0,206,1,21,118,9,35060
21795,Views,35074,13378.0,2,0,10,0,0,171,11,35074
21811,Views,35091,12423.0,4,0,60,7,2,1239,15,35091
21815,Views,35099,8627.0,7,16,1645,0,71,84,165,35099
21840,Views,35132,13607.0,0,0,8,0,0,770,8,35132
21849,Views,35142,13609.0,9,0,16,4,0,1556,12,35142
21873,Views,35176,13636.0,3,0,231,1,1,369,31,35176
21891,Views,35202,919.0,1,0,1,1,0,0,13,35202
21936,Views,35264,919.0,6,0,38,8,3,0,8,35264
21937,Views,35265,13661.0,2,0,181,3,4,185,30,35265
21949,Views,35280,12607.0,7,0,123,3,9,98,9,35280
21952,Views,35286,11981.0,1,1,154,2,3,0,22,35286
21961,Views,35295,11032.0,1,0,51,3,0,0,23,35295
21998,Views,35347,13699.0,2,0,93,2,4,214,9,35347
22025,Views,35388,11032.0,7,1,133,-2,100,0,26,35388
22035,Views,35398,686.0,0,0,361,1,2,0,11,35398
22037,Views,35400,9618.0,0,0,18,2,0,0,11,35400
22044,Views,35413,7828.0,0,0,80,3,6,0,10,35413
22053,Views,35426,11496.0,0,0,3,1,0,0,13,35426
22082,Views,35463,5739.0,0,0,3,0,0,0,8,35463
22117,Views,35507,8333.0,0,0,16,2,0,233,8,35507
22119,Views,35509,12258.0,0,0,31,1,0,0,11,35509
22133,Views,35526,13774.0,0,0,28,1,13,30,13,35526
22146,Views,35544,13779.0,5,0,171,2,3,396,9,35544
22154,Views,35559,887.0,0,0,8,1,0,0,9,35559
22156,Views,35561,13565.0,3,0,101,7,2,3702,8,35561
22166,Views,35572,,0,1,396,1,23,0,25,35572
22169,Views,35575,5739.0,0,0,83,0,1,0,13,35575
22180,Views,35588,7828.0,0,0,276,2,8,0,15,35588
22184,Views,35593,13800.0,1,0,41,2,0,160,11,35593
22226,Views,35644,12603.0,6,0,1,0,0,224,9,35644
22250,Views,35678,13837.0,1,0,21,1,4,94,11,35678
22260,Views,35694,2817.0,0,1,226,3,0,827,21,35694
22286,Views,35726,2817.0,3,0,11,1,0,0,10,35726
22293,Views,35736,4862.0,1,0,438,3,15,0,41,35736
22301,Views,35753,11687.0,0,0,510,2,14,108,18,35753
22305,Views,35757,13758.0,1,0,46,5,1,393,8,35757
22350,Views,35822,9394.0,12,0,11,5,0,0,13,35822
22364,Views,35842,13680.0,0,0,86,1,489,0,26,35842
22385,Views,35873,11032.0,5,0,59,2,11,0,8,35873
22390,Views,35881,12710.0,2,0,25,1,4,0,8,35881
22413,Views,35917,13933.0,0,2,1423,8,94,465,123,35917
22431,Views,35940,2040.0,8,0,66,12,0,2695,8,35940
22437,Views,35948,13953.0,7,0,1,2,0,1846,11,35948
22462,Views,35984,11634.0,0,0,16,4,0,825,15,35984
22465,Views,35988,13957.0,2,0,144,2,5,0,26,35988
22467,Views,35990,13970.0,4,0,43,6,2,299,8,35990
22504,Views,36041,7071.0,0,5,2538,4,15,0,252,36041
22520,Views,36059,11887.0,3,0,106,5,0,0,10,36059
22527,Views,36068,334.0,2,6,603,6,14,0,37,36068
22541,Views,36090,14000.0,0,0,41,0,1,0,10,36090
22567,Views,36127,8402.0,9,0,24,5,0,439,11,36127
22579,Views,36144,14016.0,1,0,116,0,13,0,8,36144
22596,Views,36172,11032.0,2,0,41,2,1,0,11,36172
22624,Views,36209,14046.0,1,0,8,2,0,122,8,36209
22638,Views,36228,14057.0,3,0,10,0,0,96,9,36228
22639,Views,36229,10891.0,3,5,1306,1,201,0,124,36229
22646,Views,36238,14061.0,0,0,56,2,0,293,14,36238
22661,Views,36261,9394.0,2,0,1,10,0,0,23,36261
22670,Views,36276,11192.0,0,0,18,3,0,427,15,36276
22677,Views,36284,14084.0,2,0,18,1,0,482,17,36284
22687,Views,36303,13765.0,0,0,79,2,5,547,12,36303
22694,Views,36312,9595.0,0,0,53,1,13,0,20,36312
22740,Views,37376,11032.0,1,0,118,1,1,0,24,37376
22759,Views,37399,11917.0,1,0,56,3,9,1810,8,37399
22774,Views,37418,11032.0,0,0,603,0,6,0,73,37418
22802,Views,37461,14161.0,2,0,93,5,12,4303,10,37461
22823,Views,37483,11032.0,0,12,829,5,108,0,83,37483
22835,Views,37499,14175.0,1,0,127,4,3,0,11,37499
22867,Views,37541,5264.0,3,0,75,1,8,0,11,37541
22900,Views,37582,2116.0,0,0,35,2,3,0,8,37582
22910,Views,37593,2485.0,1,0,11,1,0,0,8,37593
22911,Views,37594,10841.0,6,0,21,1,0,99,8,37594
22919,Views,37603,7290.0,0,0,111,0,0,0,15,37603
22923,Views,37608,11116.0,0,0,3,1,0,181,8,37608
22928,Views,37616,14207.0,0,0,37,2,6,0,11,37616
22938,Views,37632,11032.0,0,0,347,1,27,0,31,37632
22969,Views,37670,14229.0,3,0,11,2,0,53,11,37670
22981,Views,37686,13258.0,0,0,3,2,0,0,8,37686
23012,Views,37729,2116.0,5,5,257,13,63,721,206,37729
23022,Views,37743,8297.0,3,0,29,2,7,2718,17,37743
23042,Views,37767,14271.0,1,0,80,2,4,80,9,37767
23073,Views,37800,2669.0,6,0,129,4,0,0,13,37800
23119,Views,37851,14313.0,1,0,77,0,2,99,11,37851
23127,Views,37863,14320.0,3,0,57,2,8,0,8,37863
23181,Views,37928,656.0,4,0,326,7,10,0,9,37928
23213,Views,37975,4505.0,0,0,30,1,2,0,11,37975
23214,Views,37976,4505.0,0,0,475,0,34,0,58,37976
23244,Views,38012,14389.0,0,0,142,4,6,54,11,38012
23300,Views,38080,8402.0,2,0,62,2,46,0,28,38080
23302,Views,38082,14415.0,2,0,143,7,5,230,9,38082
23305,Views,38086,12710.0,5,0,103,0,32,93,8,38086
23319,Views,38102,2526.0,0,0,208,8,43,6705,28,38102
23320,Views,38104,14284.0,5,0,6,3,0,127,61,38104
23339,Views,38130,1909.0,6,0,76,9,18,0,42,38130
23360,Views,38160,,0,0,357,0,16,694,11,38160
23369,Views,38176,11032.0,2,0,113,1,0,0,12,38176
23384,Views,38192,12365.0,0,0,21,1,0,155,10,38192
23394,Views,38206,14411.0,3,1,670,0,59,0,42,38206
23421,Views,38240,1005.0,0,0,16,1,0,80,17,38240
23443,Views,38274,686.0,8,0,66,5,1,0,9,38274
23449,Views,38281,6863.0,1,0,116,3,30,0,8,38281
23452,Views,38284,686.0,2,0,42,5,4,0,9,38284
23470,Views,38307,14507.0,1,0,76,7,0,530,10,38307
23515,Views,38368,11030.0,0,0,86,0,38,0,13,38368
23536,Views,38398,6446.0,1,0,103,2,21,0,8,38398
23610,Views,38480,10164.0,0,1,646,1,53,0,22,38480
23649,Views,40378,15926.0,2,0,107,1,4,55,42,40378
23660,Views,40389,7290.0,0,0,16,0,0,0,11,40389
23674,Views,40407,15934.0,8,0,15,-1,1,1674,8,40407
23691,Views,40429,2526.0,1,0,301,2,10,383,8,40429
23702,Views,40440,686.0,0,1,526,0,11,0,43,40440
23706,Views,40444,14694.0,0,0,6,1,0,0,15,40444
23720,Views,40464,14857.0,0,0,246,0,4,0,8,40464
23734,Views,40479,7194.0,6,0,20,0,0,81,20,40479
23766,Views,40522,-1.0,0,0,1,0,0,0,9,40522
23786,Views,40547,686.0,6,0,12,2,3,0,11,40547
23811,Views,40582,16014.0,4,0,233,1,21,148,33,40582
23831,Views,40608,14807.0,5,0,351,8,4,219,42,40608
23853,Views,40633,7828.0,1,0,6,3,0,0,17,40633
23920,Views,40729,11030.0,0,0,28,1,11,0,11,40729
23930,Views,40743,16079.0,1,0,121,1,0,67,12,40743
23945,Views,40761,14188.0,1,0,70,0,10,0,24,40761
24036,Views,40879,5739.0,0,0,61,9,2,0,13,40879
24047,Views,40899,14163.0,0,0,38,2,4,66,9,40899
24066,Views,40926,1679.0,0,0,137,3,7,0,30,40926
24081,Views,40946,686.0,2,0,170,0,4,0,9,40946
24086,Views,40952,16136.0,7,0,6,1,0,0,9,40952
24098,Views,40967,16144.0,6,5,411,2,10,91,47,40967
24106,Views,40976,16152.0,0,0,227,3,5,1252,22,40976
24140,Views,41015,9782.0,2,0,19,6,3,0,8,41015
24265,Views,41185,13348.0,0,0,1,1,0,0,10,41185
24283,Views,41203,16259.0,0,0,11,0,0,515,14,41203
24287,Views,41207,4505.0,2,0,23,5,0,0,8,41207
24311,Views,41242,12750.0,0,0,11,0,0,855,9,41242
24325,Views,41260,14674.0,2,0,1223,0,18,258,42,41260
24330,Views,41267,8141.0,2,0,65,4,4,193,8,41267
24362,Views,41307,16309.0,0,0,116,7,20,156,9,41307
24425,Views,41389,13985.0,1,0,323,1,56,271,22,41389
24452,Views,41426,,2,0,40,14,2,0,19,41426
24481,Views,41462,14532.0,3,0,6,0,0,37,8,41462
24498,Views,41480,16365.0,0,0,136,0,4,0,8,41480
24517,Views,41510,8402.0,8,0,23,2,1,193,8,41510
24571,Views,41569,5739.0,6,0,1,1,0,0,11,41569
24641,Views,41650,7290.0,0,0,254,1,24,0,9,41650
24658,Views,41670,12981.0,13,0,21,0,0,178,12,41670
24662,Views,41675,686.0,4,0,101,2,0,0,36,41675
24713,Views,41736,8413.0,0,0,101,8,1,0,16,41736
24714,Views,41739,16462.0,2,0,28,0,1,58,13,41739
24733,Views,41764,16472.0,1,0,1,3,0,152,13,41764
24754,Views,41789,3812.0,2,0,6,3,0,598,8,41789
24760,Views,41796,966.0,7,0,1,2,0,0,17,41796
24774,Views,41810,7883.0,3,3,549,0,10,0,61,41810
24813,Views,41856,14368.0,3,0,61,1,5,76,49,41856
24893,Views,42952,11523.0,4,0,216,5,10,0,12,42952
24919,Views,42987,16049.0,0,0,43,1,13,0,9,42987
25063,Views,43163,11456.0,1,0,75,2,4,0,17,43163
25078,Views,43183,919.0,2,0,355,6,6,0,20,43183
25111,Views,43221,14803.0,3,0,18,2,0,0,8,43221
25125,Views,43240,14131.0,0,0,13,0,0,0,8,43240
25204,Views,43338,14434.0,3,0,216,1,8,0,20,43338
25205,Views,43339,12968.0,6,0,121,60,0,9210,11,43339
25266,Views,43414,16764.0,1,0,55,0,6,163,9,43414
25389,Views,43560,9728.0,2,0,92,2,4,464,37,43560
25449,Views,43634,13881.0,2,0,263,2,2,116,12,43634
25466,Views,43653,1352.0,0,0,53,4,7,0,25,43653
25542,Views,43739,887.0,0,0,43,2,1,0,8,43739
25543,Views,43740,4598.0,0,0,1,2,0,0,18,43740
25552,Views,43750,4598.0,0,1,176,1,10,0,8,43750
25609,Views,43824,12885.0,2,0,20,0,3,399,10,43824
25672,Views,43902,6072.0,2,0,31,1,0,55,12,43902
25677,Views,43908,7644.0,0,0,384,1,18,0,77,43908
25690,Views,43922,16982.0,0,0,121,2,11,35,10,43922
25695,Views,43929,16955.0,0,0,23,4,2,558,13,43929
25766,Views,44023,17025.0,1,0,124,3,3,242,39,44023
25803,Views,44063,17042.0,0,0,306,13,14,421,9,44063
25822,Views,44086,1118.0,0,0,179,7,7,441,8,44086
25845,Views,44112,847.0,0,0,101,2,0,196,9,44112
25865,Views,44139,17068.0,6,0,1,4,0,426,15,44139
25868,Views,44142,919.0,6,0,266,6,16,0,9,44142
25870,Views,44144,9529.0,3,0,25,5,4,1028,8,44144
25890,Views,44169,795.0,3,0,6,2,0,88,11,44169
25958,Views,44245,8991.0,2,0,6,1,0,0,9,44245
25964,Views,44251,805.0,3,0,18,7,0,0,10,44251
25980,Views,44269,9200.0,0,41,4767,2,363,0,397,44269
26119,Views,44431,13680.0,8,0,139,1,3,0,19,44431
26124,Views,44436,17125.0,8,0,36,1,0,130,14,44436
26133,Views,44447,12518.0,2,0,16,4,0,194,8,44447
26135,Views,44451,7972.0,2,27,1460,6,229,0,79,44451
26151,Views,44469,17206.0,3,2,599,0,47,160,25,44469
26173,Views,44496,7224.0,0,0,121,9,0,0,11,44496
26189,Views,44515,17235.0,6,0,6,2,0,228,9,44515
26203,Views,44530,17107.0,1,0,1,0,0,0,9,44530
26204,Views,44531,17239.0,3,0,13,2,0,245,11,44531
26226,Views,44561,8013.0,0,0,76,4,2,0,10,44561
26292,Views,44635,1352.0,6,0,59,3,0,0,20,44635
26397,Views,44760,199.0,3,0,418,3,34,0,52,44760
26401,Views,44764,686.0,0,1,1156,3,204,0,80,44764
26426,Views,44795,13634.0,5,0,507,2,15,60,14,44795
26549,Views,44937,12275.0,1,0,18,4,3,191,8,44937
26563,Views,44952,16989.0,4,1,135,1,21,361,12,44952
26577,Views,44969,17426.0,1,0,45,1,2,64,8,44969
26601,Views,44995,17398.0,2,0,11,1,0,437,9,44995
26660,Views,45067,16375.0,0,0,46,1,0,0,10,45067
26693,Views,45105,17464.0,0,0,1,1,0,0,29,45105
26715,Views,45131,9529.0,3,0,8,1,0,141,8,45131
26806,Views,45240,8762.0,0,0,121,3,8,0,11,45240
26852,Views,45296,17554.0,2,0,76,4,2,341,12,45296
26875,Views,45324,805.0,0,0,11,0,0,0,11,45324
26879,Views,45331,17574.0,2,0,38,2,2,123,8,45331
26886,Views,45338,17442.0,3,0,133,1,12,0,13,45338
26914,Views,45372,17588.0,0,0,143,1,15,41,35,45372
26924,Views,45382,17594.0,0,0,119,2,2,158,19,45382
27004,Views,45477,603.0,2,0,1,2,0,0,9,45477
27106,Views,45598,17636.0,0,0,21,2,0,216,9,45598
27169,Views,45671,17714.0,5,0,30,6,0,1929,17,45671
27174,Views,45677,17716.0,0,0,11,1,0,94,11,45677
27221,Views,45745,10500.0,4,0,52,1,25,376,11,45745
27242,Views,45770,16127.0,1,0,20,0,0,140,8,45770
27251,Views,45784,12719.0,0,1,189,1,7,1724,11,45784
27264,Views,45797,601.0,2,0,348,2,2,0,26,45797
27288,Views,45823,8076.0,3,0,126,1,1,0,22,45823
27333,Views,45876,1352.0,2,0,120,7,7,0,19,45876
27374,Views,45929,8580.0,0,0,6,1,0,0,8,45929
27383,Views,45939,17843.0,3,0,36,0,3,330,12,45939
27385,Views,45941,4505.0,0,0,170,3,2,0,11,45941
27436,Views,45998,17869.0,0,0,9,3,0,0,9,45998
27477,Views,46050,2959.0,2,0,21,-2,2,89,8,46050
27496,Views,46074,17900.0,6,0,11,2,0,64,19,46074
27508,Views,46087,17908.0,0,0,98,1,12,0,18,46087
27521,Views,46102,13519.0,0,0,174,1,5,714,29,46102
27546,Views,46134,17925.0,1,0,92,3,87,919,8,46134
27582,Views,46175,17940.0,4,0,47,0,4,1083,10,46175
27650,Views,46253,13519.0,1,0,140,3,4,0,12,46253
27794,Views,46416,9136.0,0,0,26,0,2,237,8,46416
27805,Views,46427,8076.0,3,2,88,4,12,0,20,46427
27865,Views,46504,2958.0,0,0,140,2,6,0,15,46504
27882,Views,46522,16398.0,3,1,235,0,27,151,13,46522
27975,Views,46638,18151.0,2,0,161,2,7,381,12,46638
28036,Views,46711,12329.0,0,0,120,0,2,100,10,46711
28047,Views,46725,7290.0,0,0,11,0,0,0,8,46725
28048,Views,46726,7290.0,0,0,6,0,0,0,11,46726
28214,Views,46925,18305.0,5,1,337,1,32,73,13,46925
28229,Views,46942,18274.0,0,0,101,1,0,0,8,46942
28231,Views,46945,18319.0,1,0,106,2,1,0,10,46945
28242,Views,46958,18329.0,2,0,153,1,1,306,9,46958
28272,Views,47992,7290.0,1,0,13,2,0,0,12,47992
28338,Views,48068,16297.0,5,0,1,3,0,0,11,48068
28357,Views,48092,19786.0,0,0,32,1,2,121,15,48092
28370,Views,48107,6103.0,2,0,1,2,0,620,15,48107
28409,Views,48162,12566.0,3,0,6,2,0,3516,8,48162
28485,Views,48257,196.0,2,0,123,3,0,0,11,48257
28540,Views,48325,19968.0,4,0,8,-1,0,116,9,48325
28573,Views,48372,8013.0,2,0,40,4,3,0,33,48372
28619,Views,48426,2485.0,1,0,36,4,3,0,24,48426
28642,Views,48456,14836.0,0,0,51,1,0,49,22,48456
28652,Views,48467,14836.0,0,0,45,3,0,132,16,48467
28654,Views,48469,20049.0,4,0,1,4,0,927,9,48469
28674,Views,48490,12147.0,4,0,144,1,0,301,19,48490
28701,Views,48524,5836.0,8,0,16,1,0,0,8,48524
28727,Views,48554,16297.0,3,1,178,1,7,0,12,48554
28776,Views,48619,7733.0,2,0,101,1,3,0,9,48619
28792,Views,48639,20159.0,2,9,411,1,21,846,50,48639
28829,Views,48690,19691.0,3,0,1,1,0,0,8,48690
28883,Views,48754,20212.0,2,0,61,-1,1,93,9,48754
28885,Views,48756,20213.0,0,0,71,0,1,74,8,48756
28894,Views,48766,5509.0,5,0,1148,0,44,1537,59,48766
28897,Views,48769,20221.0,3,0,11,0,0,47,10,48769
28941,Views,48822,7290.0,2,0,6,8,0,585,8,48822
29126,Views,49034,5739.0,0,0,38,0,6,0,20,49034
29134,Views,49042,3572.0,4,0,16,1,0,394,13,49042
29177,Views,49093,20374.0,1,0,51,3,1,2190,12,49093
29208,Views,49137,7972.0,5,0,211,3,0,0,27,49137
29295,Views,49246,20326.0,4,0,101,1,5,193,8,49246
29355,Views,49332,20497.0,2,0,1,0,0,0,8,49332
29385,Views,49366,20166.0,4,0,6,4,0,0,8,49366
29409,Views,49397,6552.0,0,0,23,1,2,0,10,49397
29410,Views,49398,20915.0,3,0,574,11,5,0,40,49398
29434,Views,49427,4505.0,0,0,31,3,44,0,13,49427
29530,Views,49553,5739.0,0,0,101,9,2,0,8,49553
29600,Views,49647,20667.0,1,1,175,2,12,121,38,49647
29716,Views,49793,11852.0,6,0,40,2,4,0,18,49793
29762,Views,51848,20359.0,0,0,1,0,0,806,10,51848
29796,Views,51895,20015.0,0,0,26,0,0,0,38,51895
29839,Views,51954,21863.0,10,0,111,3,0,325,8,51954
29856,Views,51972,21072.0,0,0,30,0,6,0,10,51972
29894,Views,52020,21903.0,0,0,51,1,10,36,17,52020
29896,Views,52022,1537.0,3,0,346,0,9,110,14,52022
29927,Views,52058,9320.0,0,0,43,3,0,243,8,52058
29940,Views,52072,11030.0,0,0,30,1,0,0,10,52072
30067,Views,52243,12008.0,21,0,176,10,4,541,20,52243
30108,Views,52291,14643.0,0,0,11,2,0,279,16,52291
30164,Views,52360,22059.0,4,0,3,1,0,189,28,52360
30169,Views,52367,20780.0,0,0,41,2,5,150,8,52367
30238,Views,52455,22105.0,0,0,23,0,3,125,19,52455
30322,Views,52554,159.0,0,3,2294,2,59,0,192,52554
30416,Views,52672,22162.0,6,0,90,0,0,92,14,52672
30461,Views,52731,22244.0,1,0,8,0,0,243,10,52731
30479,Views,52756,22250.0,1,0,126,0,0,383,17,52756
30743,Views,53099,8627.0,2,0,65,1,4,130,9,53099
30768,Views,53128,22356.0,3,0,116,9,4,0,8,53128
30816,Views,53185,919.0,0,0,81,4,0,0,8,53185
30888,Views,53276,20598.0,1,0,76,1,0,42,24,53276
31066,Views,54496,686.0,1,0,96,3,0,0,13,54496
31113,Views,54552,10500.0,1,0,21,1,0,0,12,54552
31238,Views,54711,23611.0,0,0,4,0,0,0,18,54711
31246,Views,54724,8686.0,20,0,576,6,49,340,37,54724
31257,Views,54736,21998.0,1,0,96,0,5,191,14,54736
31357,Views,54862,1739.0,3,0,14,15,3,0,9,54862
31643,Views,55231,7828.0,4,0,43,2,2,0,11,55231
31752,Views,55365,24000.0,0,1,321,1,1,0,23,55365
31791,Views,55417,17230.0,4,0,21,0,0,0,10,55417
0,UpVotes,2,24.0,1,0,101,22,3,8198,25,2
1,UpVotes,3,18.0,4,0,101,54,19,3613,22,3
3,UpVotes,5,23.0,3,5,6792,81,662,0,1145,5
4,UpVotes,6,5.0,5,0,457,152,47,29229,114,6
5,UpVotes,7,38.0,3,0,429,76,20,5808,56,7
6,UpVotes,8,37.0,2,25,6764,0,604,288,1089,8
7,UpVotes,10,24.0,4,0,121,23,2,21925,20,10
8,UpVotes,11,34.0,2,0,136,2,10,224,10,11
9,UpVotes,12,5.0,1,0,101,20,5,0,10,12
10,UpVotes,13,23.0,4,1,817,14,44,0,178,13
12,UpVotes,16,8.0,3,0,101,16,7,0,4,16
13,UpVotes,17,,0,1,345,9,13,1261,14,17
14,UpVotes,18,36.0,1,0,128,31,16,0,8,18
15,UpVotes,19,55.0,0,0,101,12,2,0,13,19
17,UpVotes,22,66.0,1,6,591,102,693,21916,90,22
18,UpVotes,23,69.0,1,1,308,10,34,7694,52,23
19,UpVotes,24,61.0,0,1,344,17,36,0,48,24
20,UpVotes,25,69.0,4,23,4968,7,328,2095,641,25
21,UpVotes,26,75.0,14,7,3150,18,138,3476,257,26
22,UpVotes,27,68.0,0,0,101,4,2,0,10,27
23,UpVotes,29,36.0,0,1,2250,5,28,0,318,29
24,UpVotes,30,69.0,2,3,2185,7,40,705,312,30
25,UpVotes,33,69.0,1,0,221,5,2,1428,11,33
26,UpVotes,34,79.0,0,0,185,3,23,0,27,34
27,UpVotes,35,54.0,0,0,101,10,9,1223,4,35
28,UpVotes,36,8.0,7,1,1570,41,26,67396,173,36
29,UpVotes,38,61.0,2,0,133,2,1,0,15,38
30,UpVotes,39,59.0,0,0,1651,4,12,210,255,39
31,UpVotes,40,69.0,1,0,41,8,2,491,8,40
32,UpVotes,41,83.0,0,0,611,8,12,0,83,41
33,UpVotes,43,74.0,5,1,101,7,1,0,1,43
34,UpVotes,46,62.0,2,15,111,0,59,0,350,46
36,UpVotes,50,62.0,4,0,101,18,3,2414,3,50
37,UpVotes,51,68.0,0,0,101,1,1,120,0,51
38,UpVotes,52,36.0,0,0,861,7,12,0,62,52
